RIDGE,NUB,CRACK,WEIGHT,DENSITY,OBSERVATION_NUMBER
-3.2504,-2.8126,10.8847,3.6586,-0.0529,1065.0
-0.6639,-12.0593,-8.3782,-5.1013,2.0246,2985.0
-2.143,4.0985,-7.3369,8.3577,0.9355,2350.0
5.7206,2.3508,-3.2765,-10.5129,-0.9922,3528.0
10.5636,0.1991,-13.4976,-23.4963,0.8717,68.0
-12.5842,1.3623,3.3682,14.6087,4.9608,3592.0
-10.1565,7.7038,11.5444,17.9777,2.9846,589.0
1.9344,6.6616,15.2572,-7.4818,3.4002,2952.0
-2.329,-2.0936,-12.8705,4.6206,-0.534,2616.0
-1.4895,7.1825,11.0743,-6.0748,5.9678,3204.0
-2.2364,-5.8524,1.4687,4.9838,1.2385,3544.0
-4.9403,-7.7793,-1.7784,15.1171,-3.0129,2413.0
1.1091,-0.3158,-10.3132,-4.8426,2.7857,2447.0
-2.7594,2.3767,14.6314,2.1273,-0.3139,2537.0
11.3136,12.4425,7.9384,-21.0979,0.9374,1953.0
3.0684,6.7266,2.7958,-3.7189,-2.4152,2999.0
-5.054,-3.9449,5.3193,9.2203,-0.2354,1104.0
-0.9155,-5.6186,-11.4551,-3.5179,3.0833,749.0
8.0552,1.1999,-6.5136,-11.4223,-1.5231,445.0
0.8234,-9.0292,-2.5228,-3.0063,-2.1227,464.0
3.269,-6.2661,-9.1862,-6.7766,-0.8222,3137.0
-9.1654,-3.9233,2.5315,17.405,-0.159,1755.0
2.8596,-9.2025,-0.4849,1.3097,-6.8996,2740.0
-3.4362,-5.29,-16.5502,7.077,0.5894,1853.0
7.023,3.4259,4.2369,-8.5913,-2.4013,1669.0
-11.6662,-1.1703,-0.8044,19.5703,5.0073,3774.0
7.9611,-1.9152,1.4821,-8.0004,-2.6686,3097.0
-2.217,-3.8598,-1.9661,3.5908,-0.4186,2091.0
-1.2636,3.6482,-10.903,-1.9222,1.9436,122.0
1.6741,-9.9825,-3.1137,-13.5006,1.6204,3660.0
-5.0561,-11.8483,4.2396,8.3503,-2.5276,816.0
12.7217,-1.1655,-7.7344,-28.5182,3.311,54.0
6.4978,0.3365,0.6366,-13.1457,-0.1391,3088.0
-6.0774,-4.3364,6.1952,17.6116,-1.9462,1782.0
2.8049,0.8181,-7.0043,-0.275,-3.716,2025.0
-3.8289,-2.574,-0.4971,5.3743,1.6266,2468.0
-0.6713,0.476,-1.4345,9.1908,-0.3696,2629.0
-2.1309,4.291,-9.9907,3.5388,1.3294,155.0
-10.6887,-8.9385,4.4792,22.3163,-1.6179,544.0
2.8349,-4.3507,-19.4789,-7.9075,-1.6107,3146.0
6.0931,4.5038,12.7751,-11.399,-1.2017,190.0
-3.2338,2.6189,-1.1086,1.488,0.3737,3369.0
1.7146,-7.3765,-9.6986,2.9158,-3.7533,3553.0
11.0757,10.3461,-6.4626,-24.853,2.503,2605.0
-9.5958,0.9494,16.8397,18.0155,2.5706,2200.0
-2.3624,-0.2018,15.9915,8.2617,-2.6909,227.0
-2.416,-9.3225,-10.096,1.1147,1.0006,1094.0
1.4947,-1.7103,11.1905,1.6369,-1.8435,944.0
12.6121,7.7545,-5.7835,-21.2509,-0.0971,3163.0
-4.8838,-1.1506,-6.3786,4.9703,1.3578,843.0
-1.7072,4.4673,-8.8808,1.3834,3.5814,2662.0
2.0714,-6.4954,1.4755,-2.998,-3.9435,824.0
1.2528,9.4593,15.5641,-0.5727,0.9847,1605.0
-18.6131,-0.4881,-5.2731,21.8273,7.781,2751.0
5.1821,-2.0344,-11.3299,-11.835,-0.7596,3014.0
-3.6338,-6.7659,1.5558,7.614,-1.3592,3801.0
-1.4592,-1.0886,-3.2367,0.5211,0.4489,3829.0
5.5238,-0.3912,-1.6288,-6.7947,-3.7978,1088.0
-1.9026,-2.3774,1.105,5.2644,-2.9802,218.0
-5.4861,0.658,9.5589,6.1753,2.4252,265.0
0.5361,0.8765,-0.5944,1.5101,-0.9344,2189.0
13.1801,4.8155,5.3725,-11.9313,-6.5046,1395.0
5.3825,-2.3462,-1.1212,-10.6328,-1.1825,166.0
7.2897,3.9866,-1.1642,-6.8857,-1.8525,3155.0
3.2859,-3.6158,-11.0133,-11.5154,1.6652,3049.0
7.2876,-2.8232,-18.6916,-10.2287,-1.1664,2533.0
7.2262,0.0576,6.9249,-5.4724,-3.6189,2417.0
8.2412,-2.372,-4.1353,-10.2612,-2.3623,1282.0
5.8486,5.2331,10.7602,-6.3673,-2.3761,2499.0
-2.697,4.4787,6.7714,-0.0823,3.7563,2612.0
2.574,0.0495,11.4752,-0.1343,-0.4188,3431.0
4.9484,-3.5885,-5.0138,-6.4333,-3.5694,3725.0
-3.2376,5.685,-6.4882,-2.6484,7.7905,3264.0
-1.2681,6.0937,-3.705,7.9623,-1.4458,894.0
-2.7823,2.0731,-10.787,4.1218,-0.4585,3513.0
0.4036,0.9049,-0.596,1.4464,-1.0669,2617.0
0.5256,5.9968,19.4371,3.3388,2.303,534.0
-2.2592,2.2263,5.7203,8.2151,-2.9587,1143.0
-3.7697,-6.5954,-7.054,1.9642,1.2425,1137.0
-3.972,-1.6076,-7.5131,7.1502,1.3658,1057.0
0.6289,5.1617,1.9032,-2.1292,-0.2779,735.0
1.0954,6.1092,-21.9857,-7.3484,4.6522,103.0
4.7784,-4.395,-3.1786,-12.8809,-2.0527,3442.0
1.1931,7.9461,-9.9569,-11.7535,5.3919,3200.0
7.5181,-1.0464,-19.8251,-13.7873,0.9617,955.0
-1.4063,-5.6467,-2.0732,8.3859,-2.6866,1004.0
-2.4772,2.0744,15.7423,3.3086,0.2055,314.0
-0.3029,-4.838,2.979,-2.8974,2.202,2013.0
5.3572,3.375,-7.8573,-11.3648,-0.3616,1785.0
-0.3155,0.3251,-0.286,0.7595,0.0049,1751.0
0.0864,0.6555,-9.4423,-1.2183,0.2506,2938.0
-8.769,4.5822,11.5965,11.1251,3.8984,981.0
1.2773,-1.5107,6.4275,5.3176,-2.3202,3251.0
4.5849,1.4139,5.0328,-10.1397,-1.6977,3004.0
-5.5593,6.795,2.4489,9.0314,-0.5923,173.0
1.9378,2.8969,8.6276,-0.8009,-4.0335,2199.0
-14.8435,2.4239,3.1096,17.482,4.3339,1792.0
10.2296,4.6643,-9.9185,-20.8386,0.3835,1927.0
3.8737,-4.9744,0.4463,-5.7899,-2.908,2464.0
-3.8323,3.2127,10.487,11.913,-2.3451,1044.0
-0.6322,-4.4293,-7.7549,-3.4944,0.6351,1064.0
3.1234,0.8832,-6.9911,-9.1341,-1.0825,1723.0
7.345,-0.5824,-0.4756,-12.3842,-2.8303,3301.0
-2.6156,6.1391,-10.5488,1.2245,2.5671,1473.0
2.2391,0.6855,5.547,-10.3866,3.0376,2986.0
-6.5967,-4.4858,-10.6701,10.5875,2.7278,2746.0
-10.3616,-3.669,2.8821,16.3967,3.1659,1989.0
-1.7039,0.5634,10.9673,8.9462,-3.6052,708.0
0.8952,-3.2959,-2.6726,2.7983,-2.8814,1757.0
6.8187,6.3498,-1.8891,-8.8282,0.1292,972.0
0.1195,-1.8056,-5.95,3.1747,-3.1743,1974.0
-3.5126,-3.2984,-0.3328,3.8828,2.0201,3280.0
-1.0953,-2.7412,-6.3232,2.0436,-0.8259,3525.0
3.848,4.7182,10.5646,4.3033,-3.2328,1886.0
1.3885,2.6362,5.3927,-6.2151,2.1516,129.0
-6.0648,1.1563,-4.2445,1.9819,1.0529,1362.0
-18.9337,-4.251,10.2498,23.9786,8.8413,2913.0
-5.9743,-10.3617,11.4208,3.2642,1.8676,2575.0
8.1242,3.4239,-16.3027,-16.7425,2.4365,527.0
-8.3461,-3.2389,-8.3133,5.1609,6.8293,1263.0
8.7891,-4.8174,-14.2964,-19.9713,-0.307,1638.0
-9.5905,5.3301,0.906,18.3497,4.8636,1024.0
1.2946,-1.3572,-16.4181,-2.5994,-1.7209,825.0
0.3198,8.9036,-12.1287,2.5414,-1.135,3350.0
-11.519,1.1311,-9.9859,18.6642,0.2372,758.0
2.7872,6.9255,10.9599,-0.2516,-0.7929,1027.0
14.6214,1.6065,-1.968,-21.6079,-2.3155,1636.0
-6.5874,-6.5308,-3.7192,9.9771,0.9512,739.0
-3.1959,6.4392,-6.1118,-2.2009,3.6598,2324.0
-8.3843,-4.6566,9.865,19.9759,-2.9527,2354.0
4.4958,-2.4689,-1.7731,-8.4034,-1.7138,1803.0
2.7397,4.4984,5.6966,-5.9537,1.9617,1350.0
-3.9204,-1.8215,-12.138,7.922,1.0232,1596.0
6.3858,4.7407,-6.2268,-10.9897,0.3515,1249.0
2.1035,-3.2045,1.1125,-4.9121,-0.1679,3404.0
0.716,-4.9601,6.8299,5.6754,-3.0142,887.0
10.3339,-0.5889,-5.9332,-13.5797,-4.3333,1539.0
-2.1405,5.6135,-12.195,-0.9925,3.0407,3262.0
-0.4574,7.5192,-1.4192,2.4117,1.1005,1554.0
-4.6397,-3.8442,-7.5274,3.5808,2.0466,1222.0
13.4945,10.2784,9.9188,-26.1205,0.0934,568.0
-8.8027,-1.7386,3.6904,16.9679,0.6201,1230.0
-1.9962,7.5942,-8.6087,-5.5428,6.7417,1341.0
-1.2476,-0.7051,15.5963,8.7519,-1.425,2267.0
-11.8072,7.1628,6.2422,19.5296,2.2209,2685.0
-2.7643,-0.5365,-3.6823,2.4864,3.3384,671.0
5.1548,6.1666,3.6529,-9.3947,1.1519,2281.0
0.9312,-3.1967,-3.602,-1.7947,0.309,2608.0
4.8065,-6.4412,6.0522,-6.3788,-1.0554,1793.0
-0.5094,-0.0003,-0.1289,0.4957,0.7065,542.0
-6.42,0.5123,4.9957,7.7906,-0.8122,1194.0
-11.662,4.7011,1.9395,13.8694,7.0599,1278.0
-0.9069,0.0849,-0.1338,0.3046,0.3089,2680.0
5.1114,7.3113,-1.5183,-14.5744,3.752,3335.0
4.7618,7.0511,0.3421,-5.0818,0.2471,995.0
0.4373,-4.9454,4.7625,2.567,-3.6578,1555.0
-5.1072,1.3513,8.1671,6.7505,4.2337,1327.0
-8.3139,7.5658,11.6012,4.5761,9.7567,289.0
-1.1008,-0.2405,0.0233,0.0408,1.0105,2752.0
-0.7155,2.7386,1.2223,0.6038,1.6794,2715.0
4.2201,3.5162,0.2776,-2.5182,-0.9863,3099.0
-3.9129,-4.2289,6.8775,10.9084,-2.8503,3242.0
-2.5477,-4.2052,9.855,3.6301,-1.4717,3751.0
9.6863,5.309,-0.5181,-16.2018,-2.4687,1078.0
-3.3017,-7.9641,7.0728,6.3174,-4.9085,3230.0
-1.6814,4.3015,-4.5654,7.803,-0.1713,1840.0
8.3954,5.4684,-3.7984,-6.3464,-2.4754,342.0
6.5389,6.9315,2.4254,-7.8027,-1.8405,2599.0
-1.5036,-7.3437,-10.4517,-0.0471,-0.6846,1106.0
4.2242,-3.6622,-3.3685,-12.6229,1.1888,356.0
5.2695,-2.7088,11.7209,-2.5601,-5.0028,684.0
-1.6098,9.5513,11.6899,4.0014,1.3483,2929.0
-6.4465,-5.628,-3.0354,9.955,-0.939,322.0
-0.4627,0.2191,-0.228,0.6248,0.1935,805.0
7.3462,-3.0012,1.5984,-8.2595,-3.9129,1160.0
7.6911,1.459,-1.5766,-7.389,-4.5742,721.0
0.3577,-2.9546,10.074,2.8109,-3.7608,1627.0
5.4076,1.2174,3.1281,-10.1254,-0.0374,2167.0
-4.0755,0.3058,7.0793,4.7801,2.6001,1938.0
0.2578,-10.8321,3.8537,2.9503,-5.0151,3098.0
1.7538,10.2891,7.8123,2.0339,0.1985,3329.0
3.7084,4.2185,2.0316,-8.7814,0.5812,630.0
0.5789,-1.1347,-14.1801,3.1546,-3.0389,2335.0
-3.245,3.3309,-8.3356,-1.941,4.0056,2720.0
7.8083,4.9861,-6.3623,-9.7936,-2.1642,514.0
7.5542,5.0296,11.3911,-2.176,-4.6736,2180.0
4.221,2.6294,9.1071,-3.3946,-2.6296,1648.0
4.5414,8.0733,0.425,-3.8555,0.1588,259.0
-12.3587,-0.1083,-0.3938,16.5132,6.4762,1828.0
-2.9252,4.1634,-4.7302,-0.1254,3.8116,2181.0
5.1333,6.5518,-4.4945,-12.8584,1.9588,954.0
-3.0965,-6.2443,7.7968,2.3657,0.9092,2524.0
5.3723,3.7031,-7.6015,-8.9695,-1.4228,757.0
-2.4115,-5.6085,2.5658,6.2776,-0.2985,1071.0
-0.9348,2.2778,11.2028,6.219,-0.5481,3121.0
-12.9103,3.7661,7.4784,12.4285,6.6398,3394.0
-2.3482,3.6314,5.0289,10.8721,-1.3852,1.0
-5.6826,7.6991,-5.6374,9.8553,3.8385,558.0
6.4951,-5.0815,-1.2247,-5.8241,-5.2828,2139.0
1.248,11.9361,5.6195,-10.2146,7.7365,25.0
8.6672,-0.9679,-2.2401,-15.7892,-1.7306,132.0
0.2114,6.7709,-12.2193,-5.6837,5.0392,1031.0
7.9022,-1.8941,4.2474,-10.1896,-3.5045,3735.0
3.0213,0.3063,7.612,-12.1404,2.3403,2529.0
-0.7556,7.9664,3.5977,4.1727,2.7277,550.0
5.0498,-7.3146,8.5938,-4.7393,-3.3315,732.0
-4.7923,4.4868,-8.3326,1.328,2.9384,3300.0
3.6474,9.2312,-6.3289,-7.2304,3.6366,3679.0
-6.0208,-11.6314,-8.8745,1.2314,3.203,401.0
3.3497,9.9261,12.106,-5.3275,0.5889,1911.0
1.0658,-2.2111,1.6226,-2.9536,1.594,2566.0
2.1475,-4.5419,-0.4408,-5.4216,1.1492,481.0
-1.8147,1.2975,5.977,8.8212,-3.1341,3154.0
-2.2269,10.1232,-1.5851,-0.0394,1.2938,3029.0
3.2973,1.5202,4.8291,-5.6041,0.0363,158.0
3.5009,6.1102,-1.8118,-7.8239,3.7923,3346.0
5.9696,11.3087,0.1288,-11.3552,2.9973,1587.0
-9.2299,-9.8787,2.4609,18.2151,-0.6026,2021.0
2.7295,2.8743,-2.793,2.9501,-3.4916,392.0
-2.9783,-2.8986,0.5535,7.6304,-0.7782,3625.0
12.9976,0.7631,0.5336,-17.4038,-1.4796,3437.0
6.6317,1.7376,5.6374,-6.4614,-4.6529,1691.0
-2.4591,-6.5157,-5.3362,0.6101,0.2837,277.0
-5.2527,2.0177,-0.4716,12.0031,-0.8493,3676.0
1.4318,-3.9483,8.0296,-1.4449,-3.959,1863.0
8.8463,-3.6692,1.827,-17.1833,-1.4282,2040.0
7.5583,9.4701,4.3954,-17.0588,1.8439,2912.0
-0.6562,-0.1657,-0.5403,0.2926,2.0382,3399.0
-2.0155,-8.3911,7.513,7.5264,-1.4093,3506.0
-0.6963,-3.9686,-15.5875,-2.8738,0.2513,3817.0
1.735,-6.6621,4.2693,-5.7368,0.2752,3781.0
-1.9242,-5.6234,9.4776,2.4645,-2.3247,2221.0
5.963,0.2393,-12.4996,-7.489,-3.1649,571.0
-1.6054,-3.5079,4.2313,7.3929,-2.9476,446.0
-5.6204,1.4706,-0.2728,12.9855,1.2283,1321.0
8.4419,11.187,-7.6546,-7.307,0.115,3599.0
-7.2107,2.5364,2.7212,13.904,2.5456,120.0
3.0839,-9.5623,-2.6604,-1.1409,-2.1268,676.0
-2.3603,1.5673,8.0865,6.283,-2.8305,1006.0
6.0471,-3.46,-11.281,-14.8562,-2.3275,3032.0
-6.7298,-5.326,0.2957,5.5005,0.6078,2820.0
-0.7701,0.9465,22.526,5.1846,-2.3436,216.0
2.6314,-2.9603,12.5504,0.7942,-4.7492,3127.0
-5.1136,2.2363,-11.9193,0.2136,3.0684,707.0
-7.072,-2.6362,2.0676,15.062,-0.8349,2996.0
5.232,4.9197,0.2665,-17.2126,3.5073,3122.0
-10.3902,-3.8886,2.307,22.1988,-2.9334,3355.0
2.0755,-2.7423,-12.8521,-7.9781,0.0362,1164.0
-3.2552,-3.7632,-3.9651,1.6808,2.0569,2506.0
-0.7082,0.0423,-0.1313,0.4002,0.5077,2668.0
-4.0373,-3.0297,-0.7344,-0.8366,2.1655,993.0
-8.5979,-13.5322,-1.5423,17.5427,-2.0142,1920.0
-2.0849,2.3925,-8.3464,-0.4599,2.0046,3278.0
5.1663,3.9235,-10.8775,-15.7853,2.5104,3179.0
-1.1615,3.3551,-10.0463,1.7213,2.1789,3837.0
8.2061,0.6961,2.8741,-5.5618,-1.9693,1197.0
-2.4363,9.1298,2.4557,2.8987,5.3898,2960.0
1.4087,1.1342,-12.534,-4.4206,1.416,2862.0
-4.3707,-1.2008,-8.6518,5.6219,1.7279,3348.0
1.0904,0.1358,-8.5945,-11.8202,2.7323,3561.0
4.5206,9.3901,5.6954,-0.6451,-2.4658,2706.0
-1.8657,3.5093,-12.7973,-3.9326,2.4814,650.0
-9.7978,-7.0781,-8.2896,15.6039,3.1899,2817.0
12.6267,-2.9741,1.0383,-14.3607,-5.6092,2146.0
1.3625,3.7695,4.7829,-6.8478,-1.3977,1266.0
12.5176,16.4376,1.8773,-21.4013,3.148,3765.0
-0.7896,-5.3214,21.2783,9.4752,-4.5311,3555.0
6.2588,5.4704,-2.0701,-8.5081,-0.7526,2310.0
0.0063,6.6992,-9.7078,-5.9908,2.9437,3079.0
1.8434,-5.1811,3.6782,-5.4343,-1.1486,3379.0
-0.4181,2.1752,-5.8341,2.2548,-2.0918,2316.0
14.8987,2.7957,-5.92,-20.0894,-2.4701,1386.0
-11.0258,3.09,3.9099,10.2317,4.153,443.0
0.6648,1.492,-12.0346,-0.6433,1.6111,3296.0
-1.7737,-3.9178,16.4135,5.9047,-1.6998,772.0
-8.8182,0.6758,3.6578,13.5251,2.8887,206.0
-3.3548,4.4618,0.164,7.4005,0.4946,332.0
10.6444,6.8989,11.1983,-7.3211,-5.1365,2182.0
-2.5069,-11.9149,8.0757,7.4143,-4.4379,90.0
9.5434,4.0865,2.7542,-18.9002,-0.0672,9.0
-6.9904,-3.6104,-1.4698,0.7806,4.9275,1775.0
-6.6241,4.3705,10.9827,7.6021,3.2206,759.0
0.7672,7.1965,14.475,-1.455,1.0858,2748.0
-7.2329,-10.3989,-4.9017,9.7649,-0.0066,2445.0
-1.5615,3.3624,-9.4972,-4.8236,3.465,1196.0
-2.1201,0.6666,-1.5021,1.7402,2.5931,110.0
0.7143,-6.307,-14.4377,0.7336,-1.4454,3381.0
-3.4841,-6.5987,-6.2975,4.2315,1.1775,2495.0
5.0647,-5.8864,10.9445,-3.8976,-5.5348,2667.0
-14.3799,5.7383,9.1065,19.7951,5.6627,1561.0
-2.1507,5.1334,-1.4354,0.4656,3.0174,1740.0
-4.0005,-4.5481,-1.0269,11.7056,-1.4919,2229.0
11.7113,-6.3126,-8.9817,-20.0277,-3.6371,2870.0
8.8013,1.7188,17.0918,-8.6679,-3.4132,2489.0
-6.4657,1.4919,3.6216,11.4051,-0.8341,225.0
-4.6247,7.45,8.2551,7.6495,2.0807,2729.0
9.3625,8.4878,10.2402,-8.3531,-4.5796,107.0
-0.2517,0.4949,-0.3649,0.8755,-0.379,537.0
-5.8331,6.3611,-9.9796,0.5577,5.6055,2153.0
-6.5843,6.1831,3.8557,13.1752,2.3151,754.0
-2.5016,-1.5205,6.8438,8.4606,-1.4049,1932.0
-0.4512,3.8813,-3.962,6.7958,1.213,207.0
-1.8922,-0.4007,-2.3679,9.886,-4.721,1181.0
0.0772,0.6079,-0.4406,1.1189,-0.4979,1316.0
0.6686,0.8481,-0.5928,1.5738,-0.8018,1581.0
1.1314,8.0742,13.1802,2.7419,-0.0886,3671.0
-5.8468,1.7194,16.1037,10.3161,-0.1872,2081.0
8.6165,2.071,-2.6624,-10.8419,-4.7079,199.0
3.0082,11.9186,4.3279,-8.1484,3.6778,2401.0
-1.3324,-6.8791,11.0696,2.5298,-1.7708,2774.0
-4.3295,6.4892,2.8745,-0.9193,3.6952,3689.0
-8.6381,-10.1036,1.2716,7.8151,0.3366,3482.0
3.0847,-7.9467,1.9034,2.0467,-4.4799,1788.0
3.1701,0.5024,1.2477,-10.9413,0.1457,1034.0
-1.0633,-6.5702,1.5276,6.591,-4.8656,1768.0
6.4844,1.7422,5.8121,-8.3347,-1.7487,2226.0
0.9649,-4.347,-10.7023,1.8544,0.5867,2262.0
-1.0643,5.0991,5.9471,8.9048,-3.2447,2454.0
11.8201,3.0665,-10.1078,-21.4063,-0.7216,319.0
-6.505,2.3461,-6.3113,-2.1583,6.0673,1794.0
5.5732,-9.1737,2.444,2.7303,-9.7084,2492.0
-0.5053,1.5056,3.1034,-1.8611,2.7669,795.0
-4.9207,-1.3494,8.5095,7.1363,0.6442,940.0
2.9431,6.3739,-6.4095,-12.267,2.8692,2443.0
4.0077,-5.1196,-5.6019,-12.7672,-1.0293,1486.0
-0.1796,-6.9036,-3.1608,-3.1439,-0.403,3451.0
-5.729,-4.6402,8.9868,16.262,-2.592,1949.0
13.0719,-4.486,10.5243,-11.7617,-9.3949,2076.0
14.2426,-3.4245,1.2021,-18.8529,-8.3111,3535.0
0.9712,-4.5215,9.2085,1.4225,-3.5159,3316.0
5.9004,6.4166,-0.3713,-4.2776,-1.3711,1817.0
-1.2831,-1.7085,9.5483,6.1735,-1.016,106.0
2.1964,-4.3039,-15.925,-1.9108,-1.8042,180.0
-3.7237,1.5342,7.0738,-6.7365,7.051,1594.0
-3.9037,-3.8203,-10.2046,6.5372,2.6062,3701.0
8.1085,-2.3872,2.1862,-8.6292,-3.2809,3197.0
-2.8792,-2.7339,0.9469,9.4284,-2.8766,905.0
8.0367,1.6148,10.3257,-5.1443,-6.0827,1110.0
-0.1911,7.5585,2.7649,-0.553,2.4236,714.0
-7.6432,1.1816,0.8298,14.5015,-0.8682,2543.0
-7.3728,-5.3437,-1.2523,12.8721,-0.8646,2463.0
3.9976,3.4237,2.2912,-9.088,-2.1255,1728.0
4.0742,-2.7538,2.0662,-6.2138,-0.6865,152.0
9.8678,7.8939,-0.0689,-15.6678,0.2501,297.0
2.0209,9.1044,1.9466,-6.5157,2.823,1283.0
3.481,-6.9889,5.3542,-3.1562,-2.6196,3673.0
0.532,2.1115,-2.2296,7.2592,-1.6381,3518.0
0.4116,-3.2605,-0.5518,9.6489,-8.5688,3052.0
0.2858,-2.2291,9.0163,8.8724,-4.9599,1385.0
0.1238,0.8273,-0.5397,1.2479,-1.0109,1626.0
1.4511,4.7731,0.2807,-0.6357,0.0269,2371.0
0.7017,10.6214,-8.9295,-1.3155,4.14,3025.0
-1.3985,2.2342,1.6984,1.4495,1.876,2641.0
-0.7742,-11.2014,-4.8214,-0.3553,-0.7399,3556.0
-0.7057,1.3392,-3.0768,5.5531,-1.6352,3081.0
-1.6347,8.7437,-6.9047,-3.9753,5.1828,3265.0
-3.104,-2.0175,2.6755,2.1066,2.8868,2364.0
0.1032,6.3848,0.6998,-5.5406,4.9428,240.0
-1.5917,-0.594,0.2166,-0.4083,1.639,1037.0
0.7293,5.5403,10.7852,-1.0529,-0.9418,2080.0
3.1551,4.8645,-2.7967,-0.931,-4.4718,3178.0
-0.8694,-3.5794,-11.0877,1.2704,0.7774,1423.0
-0.6508,-3.3839,-2.402,6.3228,-3.6728,181.0
-1.572,3.526,1.1956,0.0781,2.9538,868.0
2.2014,-4.2062,-5.7759,-5.1224,0.7303,1161.0
-4.4908,-2.4769,14.0806,11.287,0.4274,2920.0
-2.9955,6.8554,14.1732,7.3253,1.5931,2123.0
4.2694,8.4296,-1.4307,-6.2941,3.1699,900.0
1.0244,6.9907,3.6025,2.0291,-0.1025,88.0
-6.1133,4.1162,-1.2485,-0.7296,7.9462,2448.0
-1.9553,7.154,-10.294,2.4387,0.6415,2777.0
-3.0735,2.7969,6.4051,6.6844,0.9175,3501.0
8.6023,10.7196,-0.1356,-10.0422,-0.5172,377.0
0.2478,3.6028,1.7978,0.1589,2.0193,2455.0
-11.432,-2.8494,3.89,14.3423,5.7002,3811.0
-6.7605,1.0206,6.7172,12.566,0.1951,926.0
-0.1167,0.2825,-0.2835,0.8551,0.2038,1315.0
5.6181,5.9365,0.4457,-10.6711,-0.3285,1051.0
8.2645,4.6626,7.5829,-17.4984,-0.4602,3427.0
-4.6442,-7.5954,1.7091,11.4791,-4.0623,3613.0
8.8271,0.6703,-1.2569,-8.5464,-3.0245,1739.0
5.5792,-5.7597,-7.7496,-4.6381,-5.3898,2126.0
-6.5421,-1.3549,1.1639,13.3839,-0.572,2100.0
-4.3958,-3.2199,5.6627,9.36,0.9426,3021.0
-9.0678,-1.9196,5.0602,13.6013,-0.4193,1216.0
-2.62,4.5674,-11.5659,1.792,3.6042,142.0
-0.3074,1.6088,-13.6485,-9.6299,5.5653,675.0
5.0916,-1.0057,-10.2868,-11.6442,-0.5896,3778.0
5.0838,-5.4455,-6.494,-4.8849,-4.6919,3181.0
3.3103,1.0117,4.0787,-8.1082,2.6139,2424.0
-0.8711,-3.9328,-10.398,-1.8328,0.4506,2031.0
-12.9384,2.6176,9.7875,25.0106,4.3475,1059.0
-5.0217,-7.1924,-17.3269,7.7473,1.5224,2596.0
-2.8225,-3.0185,-9.6602,-4.5872,3.649,1877.0
0.9694,0.3172,2.9705,-9.6961,2.3194,655.0
-7.403,6.9329,4.397,13.8923,3.1295,2584.0
14.7564,3.8563,-1.3675,-30.9694,-0.8568,1207.0
-10.1346,-7.4813,-3.9693,22.8984,-2.3324,1731.0
-8.218,-6.9232,0.4952,12.5521,1.2515,604.0
2.0287,-5.0539,-3.5268,-5.9462,-3.1279,1394.0
-9.9819,-4.1069,22.2613,18.7466,-2.3323,878.0
-3.3632,2.3363,11.1702,4.6238,4.0199,280.0
7.2234,3.6814,2.2961,-6.6509,-2.2049,3612.0
5.7668,1.7674,-5.4623,-10.7298,0.4971,363.0
-3.9234,-1.5045,-0.5267,11.576,-0.7002,1893.0
-8.4973,-2.0624,-15.9703,9.2642,1.7422,85.0
-0.4434,-1.1939,-6.3361,-0.1158,0.4916,3668.0
-6.9182,-6.2176,-10.4059,7.5826,0.8779,1892.0
4.5704,11.1993,-4.837,-4.5707,1.0755,441.0
16.2225,7.3201,-6.5295,-22.3,-2.2051,2497.0
7.6783,1.3777,8.622,-7.765,-5.6835,847.0
15.9321,-1.5025,-3.8646,-30.9014,-1.1693,438.0
-0.6938,14.2701,-0.6157,-2.4408,4.0005,1243.0
4.2901,0.6741,-1.2899,-5.8856,-2.1927,2672.0
-1.7086,2.9791,17.5224,-4.512,2.7511,477.0
-10.3495,-3.8743,3.478,17.2892,2.0966,151.0
-2.5697,4.6595,-3.5365,-1.7136,7.4897,217.0
15.0256,-5.788,-13.958,-21.2736,-6.3909,614.0
-2.179,2.644,7.8011,3.5355,-3.5045,2879.0
1.713,7.4197,2.7107,0.3167,-0.8205,858.0
-1.181,0.8928,-9.6658,-2.1085,3.4719,2745.0
-3.7582,-3.0229,-4.268,1.8846,1.6067,2771.0
1.7804,8.1316,-3.123,-9.4019,4.0045,330.0
-2.1422,-4.4151,-2.9847,1.505,-0.0494,1025.0
10.0139,2.5483,-0.2511,-13.1159,-2.3769,387.0
9.3587,5.7913,-1.7966,-7.5212,-2.1723,2975.0
-3.1784,-0.431,-1.7816,2.0197,0.7838,1986.0
4.8981,-1.7177,-7.3928,-14.6058,2.6799,2476.0
-1.3294,5.1656,20.1004,6.1056,-1.9925,2020.0
-5.1816,6.9415,11.4561,8.7652,2.7889,3171.0
-3.7973,13.7161,0.0554,20.3585,0.3043,3455.0
-0.4063,5.9017,9.6373,0.2098,2.8357,1149.0
-1.0654,-0.8496,-13.7821,1.4393,1.4891,563.0
1.3317,-2.581,-8.1743,-3.7748,1.8629,114.0
-6.9073,-5.8065,4.7711,7.8765,-0.6064,1656.0
-12.8222,3.9418,7.4387,19.4313,3.1328,2569.0
-8.6364,7.0647,-2.378,2.6221,7.8375,2309.0
3.6775,2.7745,4.9059,-5.7775,-0.1305,1713.0
-3.8893,-0.9254,3.4146,0.9432,2.4462,2367.0
