ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD
-0.645555,8.783243,8.389133,7.465083,11.207432,-118873970.0,37910550.0
-1.073215,13.625877,12.756829,11.049031,15.647423,-73852624.0,40848950.0
-0.272933,10.737179,10.329768,9.690542,13.378086,-87501558.0,43249500.0
-1.111828,9.7925,9.049467,8.298291,11.898623,-77221211.0,37186767.0
-0.595855,8.302018,7.063048,7.25347,10.069256,-82874736.0,31294857.0
-0.483346,10.522369,10.06126,9.510815,12.751192,-72570174.0,43570621.0
-0.623386,10.294752,9.559306,9.340228,12.286933,-95748811.0,34925128.0
-0.618422,8.812099,7.891331,7.857094,11.06642,-98126619.0,28351117.0
-0.467496,9.031572,8.393216,8.104099,11.224536,-97237596.0,36388652.0
-0.488974,10.538767,10.024598,9.446519,12.671205,-72621309.0,44269630.0
-0.621002,10.765238,10.193916,9.767038,13.109833,-123829002.0,47147370.0
-0.285283,7.823246,7.195187,6.821107,9.820323,-99849729.0,43900473.0
-0.448852,9.265113,8.483636,8.338545,11.525012,-91164167.0,38768154.0
-0.385051,9.130972,8.535033,8.048469,11.324377,-98716228.0,48251981.0
-0.371,8.069029,7.611842,7.171657,10.211524,-99304068.0,37883476.0
-0.564006,12.06129,11.489299,10.855281,14.370576,-72104339.0,41467300.0
-0.364572,7.719574,7.244942,6.787845,9.813125,-111495363.0,46331836.0
-0.825353,10.611351,9.592469,9.666752,12.759461,-79884458.0,36670869.0
-0.483051,9.621788,8.77925,8.727292,11.502956,-91964120.0,37316944.0
-0.597592,10.64297,9.627075,9.711297,12.731614,-81165682.0,36203051.0
-0.489467,8.777247,7.776115,7.881937,10.503175,-92153495.0,35862902.0
-0.851988,10.75212,9.882468,9.775881,12.785261,-86313058.0,34365158.0
-0.512375,9.200492,8.402456,8.351139,11.2226,-88642721.0,30866442.0
-0.998319,10.549124,9.567105,9.335915,12.555838,-77596413.0,35913972.0
-0.312305,9.343997,8.811056,8.476163,11.464628,-85176863.0,45005952.0
-0.434275,8.15651,7.646354,7.224753,10.282335,-100359257.0,37240009.0
-0.189847,7.665753,7.167809,6.726233,9.816185,-113173931.0,43724766.0
-0.401291,8.675393,8.107117,7.738924,10.691899,-88342002.0,46715396.0
-1.139081,12.647256,11.869165,11.334827,14.750169,-106241145.0,31769320.0
-1.726162,10.177856,9.222368,8.454466,12.125584,-81461920.0,31800000.0
-0.751686,9.141954,8.071219,8.107117,11.144077,-83231790.0,31274242.0
-0.303697,7.716461,7.108244,6.859615,9.639847,-94419599.0,40480758.0
-0.391562,8.411833,7.732808,7.433075,10.584031,-90478283.0,39647881.0
-0.527903,10.340645,9.790487,9.365034,12.62473,-91478060.0,40644531.0
-0.754454,13.322269,12.678875,11.732214,15.674482,-74246315.0,40787300.0
-0.399071,7.882315,7.296413,6.956545,10.352331,-123427978.0,46293398.0
-0.354659,8.987322,8.198089,8.111628,11.185754,-88149320.0,39005595.0
-0.467535,9.540795,8.785845,8.628377,11.592439,-92874984.0,37283639.0
-0.55389,10.019803,9.494842,8.961623,12.273549,-97424917.0,38044455.0
-0.394429,10.508623,10.002654,9.614938,12.927525,-84611757.0,42940588.0
-0.788732,9.724899,8.963672,8.434029,11.95267,-121084212.0,36611964.0
-0.50347,10.871289,10.462846,9.872874,13.353186,-73746355.0,41431417.0
-0.542417,10.558206,10.009828,9.489637,12.73472,-73844432.0,43562908.0
-0.542476,11.875198,11.296037,10.816372,14.329823,-89759057.0,40790224.0
-0.59532,10.241138,9.723403,9.250522,12.382778,-122233448.0,40129251.0
-0.610032,9.455089,8.659213,8.533067,11.517395,-80697854.0,37319108.0
-0.411039,10.075254,9.570669,9.026177,12.355389,-116746277.0,46331211.0
-0.072439,7.658228,7.189922,6.816736,9.559729,-112521761.0,42207961.0
-0.492689,8.458928,7.770223,7.50769,10.47161,-85590118.0,46746733.0
-0.471352,8.663369,7.785305,7.772753,10.472856,-93660190.0,34545966.0
-0.855255,9.953658,8.948196,9.014934,11.832368,-78555913.0,34619414.0
-0.541275,9.354268,8.414052,8.485703,11.32615,-88690981.0,32040191.0
-0.589603,10.049534,9.290906,9.004791,12.220296,-91924532.0,38836209.0
-0.477254,12.933537,12.413611,11.840234,15.311691,-75399299.0,39917000.0
-0.975439,10.088057,9.118115,9.010303,12.100673,-83768332.0,31186498.0
-0.358751,9.011524,8.398184,8.130648,11.148362,-116405397.0,44060884.0
-0.53781,10.377078,9.970492,9.341895,12.905609,-94770666.0,39377883.0
-0.351065,9.540795,8.995413,8.625868,11.691423,-85457546.0,45466102.0
-0.863291,10.645401,9.808352,9.452816,12.68936,-77642804.0,35241504.0
-0.570054,13.081966,12.63202,11.96727,15.649392,-75370456.0,40209368.0
-0.337321,9.200088,8.570734,8.237744,11.334672,-95156785.0,43675021.0
-0.604161,8.385717,7.44132,7.458186,10.161148,-92497141.0,33554153.0
-0.669144,10.232252,9.451638,9.194821,12.288505,-93035762.0,35446432.0
-0.566068,9.058354,8.131825,7.992945,11.355336,-77925906.0,37717585.0
-0.537109,8.960211,8.082093,8.0077,10.923688,-90756821.0,37546104.0
-0.756405,8.713582,7.685703,7.760893,10.715661,-83082008.0,33880977.0
-0.655728,10.066966,9.443038,9.071653,12.295543,-83768165.0,40141414.0
-0.265289,9.830433,9.412546,8.974112,11.876665,-69525562.0,43999772.0
-0.696789,9.445729,8.61722,8.37908,11.594975,-76095366.0,39230767.0
-0.422444,9.36999,8.349721,8.466742,11.375684,-89829108.0,37709086.0
-0.169045,7.82963,7.174724,6.889591,9.671871,-98566832.0,43716927.0
-0.70648,9.4362,8.538955,8.418256,11.457614,-91716904.0,33589683.0
-0.759369,8.761393,7.838343,7.775276,10.868092,-76951431.0,37944415.0
-0.898713,11.668124,11.006789,10.533695,14.122561,-95435296.0,29169166.0
-1.054511,9.494391,8.494129,8.432506,11.422968,-79233597.0,35020731.0
-0.726931,10.829966,10.058224,9.602653,13.039547,-79191434.0,37401217.0
-0.219527,6.536692,6.061457,5.517453,8.538563,-107265838.0,46203050.0
-0.47856,8.924257,8.293299,8.045909,10.937295,-93981793.0,40353955.0
-0.821585,10.250016,9.225525,9.24213,12.335073,-81622753.0,35048282.0
-0.558515,9.68732,9.010791,8.672315,11.712202,-72250933.0,44829184.0
-0.876596,9.585896,8.917445,8.286017,11.6405,-86218205.0,37979293.0
-1.076578,10.975003,10.09146,9.427305,13.041787,-83366020.0,33951967.0
-0.476068,8.489411,7.404279,7.130899,10.376954,-90811597.0,32878926.0
-0.541646,7.572503,6.786717,6.628041,9.833065,-100538965.0,30899605.0
-0.64652,11.756891,11.432268,10.226259,14.466245,-77101909.0,38878726.0
-0.977972,13.976814,13.443499,10.911172,16.549306,-73972137.0,40774364.0
-0.383323,9.401291,8.80162,8.490438,11.576041,-93769353.0,48259344.0
-0.411468,8.769196,7.967973,7.895436,10.678261,-88987472.0,31171858.0
-0.696938,11.264067,10.583347,9.898274,13.454268,-92308160.0,38987233.0
-0.495826,8.919587,8.15651,7.931285,10.96554,-92695140.0,39143794.0
-0.924737,9.586377,8.50147,8.507143,11.531031,-79334978.0,36395774.0
-0.25942,7.395108,6.842683,6.388561,9.684274,-111025195.0,48548886.0
-0.764256,10.687252,9.870138,9.654577,12.898537,-94606858.0,31256099.0
-0.547852,8.876545,8.037866,7.876259,10.797798,-83896458.0,30420936.0
-0.415251,8.523573,7.830823,7.681099,10.467095,-105854078.0,34640111.0
-0.457879,8.167636,7.616284,7.3518,10.49269,-99652312.0,36782669.0
-0.744575,9.684025,8.749415,8.721113,11.736821,-96975258.0,30789011.0
-0.084449,7.396335,6.672033,6.55108,9.112286,-100047744.0,45760522.0
-0.561786,8.981807,7.834788,8.020928,10.911354,-84457861.0,34688240.0
-0.413086,8.377241,7.738488,7.54009,10.59122,-98996491.0,35993079.0
-0.794703,13.239903,12.778599,11.520755,15.654582,-122554783.0,37793250.0
-0.277975,7.848934,7.312553,6.910751,9.953087,-102534333.0,46092879.0
-0.605679,9.869465,9.427546,8.992309,12.449238,-84492885.0,33414957.0
-0.622773,8.318986,7.223296,7.281386,10.355868,-85323100.0,38029590.0
-0.458103,10.387795,9.883438,9.313077,12.663972,-123417179.0,44906346.0
-0.418835,8.764053,7.992607,7.853605,10.669699,-93774116.0,38040339.0
-0.98532,11.456958,10.52581,10.471072,13.615997,-82638192.0,34520050.0
-0.42141,7.282074,5.762051,6.324359,9.023649,-82883238.0,33566813.0
-0.746461,9.035749,7.981733,8.059592,10.99055,-87184928.0,36840246.0
-0.423595,9.426419,8.924922,8.465479,11.632183,-94932888.0,41329986.0
-0.507217,10.349999,9.646335,9.335739,12.46061,-87419017.0,38690967.0
-0.432462,9.31416,8.286773,8.181161,11.213279,-88193795.0,32593446.0
-0.532717,11.225457,10.770231,10.081383,13.630254,-122323151.0,38502833.0
-0.403417,9.080004,8.542471,8.173857,11.348475,-92786385.0,43358923.0
-0.330048,8.503905,7.597898,7.668094,10.353097,-83755775.0,35058290.0
-0.572165,13.114414,12.545501,11.933535,15.595431,-76616864.0,39442400.0
-0.560876,10.396567,9.81482,9.380505,12.61452,-82272140.0,40843012.0
-0.678267,9.060099,8.35679,8.069029,11.330924,-83437276.0,33837330.0
-0.531815,9.43875,8.441391,8.537976,11.325077,-88702081.0,31643696.0
-0.731294,10.267262,9.598456,9.262933,12.309288,-77253772.0,41773775.0
-0.966497,9.696217,8.683893,8.555259,11.662862,-97613817.0,29836706.0
-0.427154,8.431853,7.860185,7.293018,10.469937,-108961873.0,48435721.0
-0.653599,8.403352,7.068172,7.390181,10.240817,-82676369.0,33408204.0
-0.654244,9.738908,9.054505,8.781095,11.832702,-82475783.0,39496579.0
-0.572452,13.521588,12.901213,12.339134,15.790113,-78784908.0,42754950.0
-0.737521,10.892545,9.723643,9.911257,12.99695,-82393673.0,37467971.0
-0.386942,10.185013,9.605082,9.097284,12.34042,-98352618.0,45597080.0
-0.78919,9.298351,8.151045,8.32288,11.230072,-83227670.0,34373292.0
-0.554282,9.631548,8.976894,8.662851,11.864012,-90576042.0,42164952.0
-0.768315,9.328568,8.53287,8.371242,11.47942,-83566095.0,33026479.0
-0.567859,9.199987,8.538172,8.288534,11.338953,-82166223.0,35277434.0
-0.649818,9.604879,8.783703,8.706325,11.767622,-94306867.0,32162806.0
-0.436379,10.760877,10.174354,9.841984,13.110859,-84144146.0,42950296.0
-0.358883,8.540324,7.866339,7.506042,10.539694,-98493941.0,46109445.0
-0.319071,7.875499,7.062192,7.034388,9.764972,-99778937.0,46976741.0
-0.83163,9.556975,8.650149,8.5035,11.630948,-81913264.0,31547579.0
-0.253395,7.488294,7.231287,6.610696,9.869569,-105519522.0,39858816.0
-0.980223,10.703626,9.758173,9.420925,12.80288,-77919105.0,35704817.0
-0.838304,9.59703,8.629629,8.506739,11.565565,-99760754.0,29350099.0
-0.408852,10.579997,9.93392,9.384798,12.753301,-94063628.0,44032801.0
-0.609643,9.151333,8.405815,8.251664,11.148765,-98980696.0,34920933.0
-0.588235,10.696661,9.956507,9.604677,12.86367,-89684392.0,37383342.0
-0.693147,8.617943,7.381502,7.700295,10.375208,-85543285.0,36554418.0
-0.744264,10.503477,9.544453,9.463742,12.417378,-91745790.0,35254806.0
-0.242545,8.663888,7.982075,7.721349,10.577503,-97605347.0,45369448.0
-0.550934,11.109114,10.462274,10.09889,13.397624,-80761686.0,40382728.0
-0.805536,12.79709,12.12343,11.563067,15.092371,-119647934.0,36753992.0
-0.233615,7.288928,6.837333,6.265301,9.432764,-102740735.0,38433599.0
-0.431192,9.314971,8.790421,8.333751,11.652348,-88224515.0,40594545.0
-0.285316,7.511525,7.04316,6.630683,9.658865,-101793222.0,37993050.0
-0.724114,9.236495,8.334472,8.104703,11.188178,-82273806.0,30323793.0
-0.587561,9.089641,8.576217,8.089789,11.562696,-108202444.0,40608316.0
-0.651555,9.252537,8.417373,8.367068,11.293849,-97629102.0,31901794.0
-0.71426,8.443116,7.569412,7.546446,10.650033,-99745284.0,34289676.0
-0.699016,11.285297,10.59616,10.177096,13.493755,-82241701.0,38418436.0
-0.39568,8.472196,7.990577,7.611348,10.807807,-100480776.0,36752961.0
-0.765258,9.482122,8.324821,8.513988,11.343607,-84659333.0,37455966.0
-0.631408,8.976389,7.960673,8.034631,10.931033,-86239249.0,32935503.0
-0.573232,8.865029,7.840313,7.760467,10.740562,-81354905.0,32990877.0
-0.459884,10.273118,9.743025,9.32919,12.570094,-86346564.0,40760855.0
-0.441457,10.095264,9.616938,9.122711,12.13572,-69034654.0,44032258.0
-0.653512,7.862112,7.036148,6.739337,10.193804,-101523572.0,31358564.0
-0.817816,12.356624,11.680751,11.175731,14.67213,-79788578.0,36078650.0
-0.683582,8.787983,7.912057,7.758761,10.650057,-87494841.0,35521788.0
-0.654189,8.623893,7.911324,7.362645,10.50865,-103245707.0,29807048.0
-0.302868,8.826441,8.219326,7.932003,10.811504,-97151173.0,43310084.0
-0.691859,8.73295,7.679251,7.746733,10.658717,-82451152.0,31556775.0
-0.43794,9.4362,8.846497,8.321422,11.739192,-110105620.0,48628363.0
-0.888126,10.054619,9.165657,8.7167,11.985389,-89485475.0,34358686.0
-0.829987,9.474165,8.581857,8.47866,11.491773,-79446196.0,37814645.0
-0.442731,10.319464,9.424726,9.35876,12.324504,-90041543.0,30852029.0
-0.697916,10.110298,9.159889,9.142276,12.061001,-88485251.0,33890256.0
-0.516584,9.308374,8.321665,8.406038,11.269822,-88265781.0,32024863.0
-0.607488,10.029547,9.330787,9.118992,12.100084,-95236667.0,36299893.0
-0.735498,11.420602,10.797287,10.366813,13.724846,-95271428.0,32375250.0
-0.704085,9.05357,7.969012,7.869019,10.855474,-90914312.0,31972537.0
-0.651363,11.397301,10.792777,10.384647,13.641285,-104506384.0,38152996.0
-0.430827,8.854808,8.184793,7.937732,10.899458,-91998418.0,39495229.0
-0.696306,10.323381,9.630694,9.213934,12.519532,-83032285.0,39639560.0
-1.16718,8.301273,7.520776,7.192182,10.588401,-77452060.0,38773267.0
-0.531342,9.219796,8.72713,8.276395,11.333906,-99726684.0,41393949.0
-0.832185,9.63711,8.81433,8.492491,11.773819,-84579540.0,38295620.0
-0.765114,11.201169,10.402655,10.18021,13.383111,-79398440.0,36043667.0
-0.258182,9.104535,8.675222,8.264621,11.298729,-111797045.0,38746559.0
-0.419414,9.656883,9.269081,8.695841,11.905765,-120551793.0,38207542.0
-0.838576,8.714075,7.628518,7.659643,10.675169,-83274287.0,31602342.0
-0.661503,9.88624,9.123365,8.912339,11.925777,-96608146.0,35173411.0
-0.312595,7.853216,7.142827,6.909753,9.938855,-98900015.0,47723346.0
-0.379741,10.165852,9.571436,9.218408,12.410506,-93350258.0,43670693.0
-0.638059,10.959105,10.213872,9.549666,13.196294,-88769104.0,41894152.0
-0.340307,7.96346,7.473637,7.059618,10.16138,-99880425.0,39348969.0
-0.641502,10.079456,9.665991,8.930097,12.47195,-119743243.0,39148328.0
-0.305248,7.670429,7.199678,6.688355,9.820758,-102343512.0,41622037.0
-0.853749,10.879631,10.061004,9.678342,12.984069,-86423856.0,36991735.0
-0.580711,8.801921,8.134761,7.844241,10.852071,-95147708.0,39788908.0
-0.303661,8.425736,7.898782,7.58883,10.36719,-98785001.0,39784684.0
-0.451006,9.125545,8.325548,8.312381,11.14581,-93288478.0,38299100.0
-0.512623,9.654257,8.828494,8.793612,11.618573,-86170814.0,30614519.0
-0.399537,6.734592,6.059123,5.68358,8.848509,-116269805.0,39978797.0
-0.503088,10.540276,10.025263,9.496872,12.890646,-83007427.0,40278272.0
-0.656174,8.913819,7.986845,7.935945,10.686818,-96655290.0,34314652.0
-0.422017,8.800867,8.32288,7.847763,11.05016,-101662464.0,41197112.0
-0.41823,10.353894,9.819889,9.475547,12.672523,-85311007.0,42597836.0
-0.40296,11.46446,10.976765,10.368981,13.851631,-72523893.0,41435120.0
-0.471402,9.65509,9.012377,8.668368,11.939336,-94859098.0,42035044.0
-0.530019,9.088738,8.469892,8.057694,11.208138,-102395291.0,37955682.0
-0.346152,7.930925,7.306531,7.078342,9.925836,-102519454.0,48790330.0
-0.557495,8.958154,7.718241,8.00102,10.825482,-86681058.0,37209152.0
-0.47939,7.834392,6.391917,6.716595,9.73347,-84454013.0,31330837.0
-0.575036,10.101354,9.296059,9.111183,12.052315,-90399979.0,31175513.0
-0.351728,8.5368,7.775696,7.495542,10.581166,-99361521.0,48071704.0
-0.700012,10.166621,9.39599,9.163354,12.230736,-93880562.0,33311498.0
-0.471423,8.880586,8.226841,7.847372,10.955427,-106388011.0,37606496.0
-0.451922,9.110962,8.195885,8.192847,11.055214,-90102515.0,31144912.0
-0.335358,7.962416,7.410347,7.01661,10.077861,-116429850.0,46238639.0
-0.657901,9.296426,8.376781,8.192294,11.30745,-84332239.0,38443589.0
-0.617708,8.979417,7.978311,8.089176,10.911756,-88105680.0,35605487.0
-0.830169,13.062465,12.440829,11.977313,15.279574,-82346095.0,27906325.0
-0.591099,13.919959,13.334179,12.750113,16.311526,-81659700.0,41535933.0
-0.674654,8.690642,7.462789,7.672292,10.581166,-82656169.0,32702215.0
-0.50253,9.911803,9.402777,8.795582,12.116028,-107846076.0,37285784.0
-0.281663,7.64874,6.703188,6.669498,9.332646,-105427953.0,37276261.0
-0.402519,7.697575,6.986566,6.777647,9.544596,-103785398.0,38327049.0
-0.489656,10.941323,10.275224,9.939434,13.084159,-80383296.0,39286675.0
-0.606749,10.047804,9.177817,9.084664,12.159411,-88576325.0,34877376.0
-0.376124,8.002694,7.074117,7.068172,9.91096,-84886906.0,30232796.0
-0.535518,9.92818,8.853523,8.900549,12.096487,-81719842.0,38020883.0
-0.899436,9.412219,8.218787,8.285513,11.251301,-82415300.0,33053978.0
-0.632264,9.571714,9.040382,8.594154,11.802269,-91716737.0,41337091.0
-0.298929,9.266815,8.675051,8.353026,11.469799,-95183316.0,44008642.0
-0.623114,10.705041,10.026634,9.573315,12.70072,-75035377.0,42633690.0
-0.441878,9.607639,8.984944,8.726806,11.726463,-86530712.0,43657276.0
-0.368868,9.099074,8.098339,8.239857,11.017579,-89823388.0,31564423.0
-0.353121,9.922604,9.303375,8.948976,12.300915,-88221545.0,44078234.0
-0.375651,7.038784,6.659294,6.030685,9.41532,-119534827.0,39446885.0
-0.731733,9.466454,8.334952,8.513587,11.450688,-82959161.0,34353352.0
-0.878443,8.834919,7.78239,7.810758,10.666744,-76413974.0,36181163.0
-0.874601,12.245894,11.648714,10.835534,14.593402,-121310622.0,36239310.0
-0.698477,9.485545,8.656607,8.439015,11.813186,-96605182.0,28436184.0
-0.694256,11.458818,10.721967,10.369012,13.663336,-92155649.0,32477850.0
-0.572121,8.879333,7.970049,8.036897,10.913742,-95999974.0,31300326.0
-0.757357,10.00374,8.80807,8.943767,12.019821,-83225115.0,37244940.0
-0.495297,8.357024,7.778211,7.41216,10.830045,-101352290.0,36279070.0
-0.198733,8.174985,7.544861,7.282074,10.029195,-97727360.0,44860191.0
-0.472074,11.4703,10.936263,10.527043,13.916801,-90674917.0,38778743.0
-0.373749,7.562162,6.873164,6.475433,9.398395,-101660099.0,43184184.0
-0.629053,9.970772,9.174195,8.96252,12.096275,-82320026.0,38825385.0
-0.580676,9.8523,9.241451,8.9334,12.22323,-101361364.0,35837384.0
-0.314107,9.053804,8.401558,8.116417,11.227108,-101315389.0,47605422.0
-0.417172,8.770905,8.118803,7.858641,11.010382,-90926393.0,40810093.0
-0.302119,6.996681,6.487684,6.025866,9.024613,-120023209.0,44725726.0
-0.372024,9.282475,8.604838,8.205492,11.240119,-104043298.0,37320189.0
-0.583847,9.993694,9.181838,9.043459,12.001113,-92879263.0,33591134.0
-0.462486,9.557753,8.641179,8.634087,11.437588,-93712628.0,35215114.0
-0.469551,8.923591,8.445267,8.017967,11.27014,-110702663.0,42260038.0
-0.727592,10.24938,9.37594,9.346618,12.352111,-86318306.0,33712571.0
-0.491806,11.866262,11.436617,10.655564,14.305379,-105357295.0,40088471.0
-0.498479,10.015789,9.21014,9.046998,12.22661,-89423973.0,38607485.0
-0.221854,8.357494,7.757479,7.410952,10.764371,-89282204.0,41203306.0
-0.762845,9.642318,8.722906,8.583543,11.815361,-102342916.0,33605835.0
-0.709593,9.319912,8.728426,8.310169,11.583636,-96563184.0,42386954.0
-0.701946,8.375169,7.356918,7.446585,10.442492,-76901789.0,37720303.0
-0.384553,8.174421,7.660585,7.285507,10.501802,-104564077.0,44590082.0
-0.665956,10.43179,9.438113,9.362632,12.563684,-81938543.0,37825660.0
-0.414798,8.27614,7.685244,7.355641,10.272738,-98186285.0,47922206.0
-0.545023,11.20693,10.642373,10.251041,13.616097,-89963627.0,30399051.0
-0.675327,9.624303,8.813438,8.665613,11.835328,-94968314.0,33217645.0
-0.786083,11.634488,11.131577,10.671626,14.124865,-84025104.0,33958950.0
-0.51963,11.346304,10.789154,10.147649,13.666849,-72332954.0,41853000.0
-0.471112,8.240913,7.292337,7.328437,10.053501,-90965826.0,36941680.0
-0.489904,9.880731,9.275191,8.963416,12.161645,-84935843.0,40745468.0
-0.842843,8.373323,7.106606,7.206377,10.285923,-82702842.0,30917580.0
-0.347154,8.49964,8.05896,7.649693,10.741298,-97789295.0,36798976.0
-0.670154,10.476414,9.644069,9.256365,12.434116,-87109517.0,32329593.0
-0.917772,10.252982,9.36743,9.145909,12.328405,-95647441.0,31812084.0
-0.631231,10.588023,10.067942,9.626152,13.10883,-86899195.0,35893759.0
-0.675057,13.750335,13.303272,12.51928,16.327261,-121686315.0,37232600.0
-0.323697,9.57748,8.912339,8.656433,11.719419,-94955440.0,44723711.0
-0.54998,8.013343,6.960348,6.956545,9.924123,-81747016.0,31758810.0
-0.581947,9.019664,8.528924,8.048788,11.418329,-104961471.0,42129337.0
-0.781005,10.606585,9.825796,9.558812,12.733271,-96085312.0,33122740.0
-0.593031,9.064389,8.466952,8.006701,11.37904,-118556910.0,46988989.0
-0.402976,8.735525,8.143227,7.761319,10.989386,-87355756.0,40345148.0
-0.446086,9.766178,9.125,8.873468,11.901238,-85579887.0,44338068.0
-0.620603,9.3521,8.519191,8.478868,11.457888,-94379095.0,30768905.0
-0.198789,6.475433,6.082219,5.389072,8.540128,-103715292.0,41542897.0
-0.632317,9.21004,7.758761,8.186186,10.828441,-84482222.0,36739468.0
-0.191852,8.285009,7.918265,7.284821,10.520563,-115559597.0,44744187.0
-0.691161,9.356257,8.457655,8.272315,11.243817,-80857020.0,37656684.0
-0.791484,11.573145,10.785021,10.345959,13.734432,-83699153.0,32804510.0
-0.67043,8.552367,7.704361,7.5224,10.654951,-78906246.0,36707791.0
-0.38028,7.910224,7.126087,7.008505,9.898927,-83179529.0,29988319.0
-0.455338,11.625843,11.04771,10.573903,13.945758,-71576875.0,41676150.0
-0.551129,9.062304,8.408494,7.59287,11.168574,-107013567.0,38668937.0
-0.442356,9.714262,9.16178,8.78309,11.998242,-92066456.0,42079571.0
-0.500322,10.816051,10.387702,9.87514,13.389542,-81172537.0,41498752.0
-0.878645,10.81368,9.89963,9.758924,12.815096,-86169488.0,33383988.0
-0.891249,10.625489,9.727883,9.5872,12.742312,-82128543.0,34156258.0
-0.480512,10.015253,9.365034,9.111183,12.156031,-83197631.0,45037017.0
-0.583239,8.818334,7.871693,7.936303,10.826635,-88089747.0,37356633.0
-0.476505,9.814711,9.243872,8.766706,11.900471,-117633581.0,43205538.0
-0.769302,9.108086,8.227108,8.165364,11.227428,-84613029.0,38639383.0
-0.85733,11.431694,11.023568,10.352746,13.98745,-77477783.0,38704050.0
-0.337282,13.470332,13.052784,12.333969,15.996164,-93474888.0,45003370.0
-0.887605,9.79846,8.814182,8.642062,11.728496,-77102793.0,35843384.0
-0.663055,9.722805,9.024733,8.795582,11.966241,-79804515.0,37551711.0
-0.516391,8.680332,8.183118,7.786967,10.868892,-98078004.0,37197700.0
-0.399518,8.45404,8.029107,7.441907,10.892173,-106587406.0,44039657.0
-0.509176,9.045584,8.394347,8.187021,11.246183,-98684898.0,30705177.0
-0.459424,10.772435,10.289396,9.66922,12.965745,-72591287.0,42583299.0
-0.613249,9.497997,8.546558,8.585599,11.507792,-88243310.0,34740659.0
-0.484735,8.774777,8.114923,7.884953,10.884461,-93986446.0,39960580.0
-0.661051,10.814947,9.986311,9.468774,12.843757,-96974496.0,36078009.0
-0.568998,9.173469,8.681351,8.243283,11.471968,-119192374.0,39012903.0
-0.533608,9.671808,8.88142,8.548692,11.730445,-91843213.0,43290968.0
-0.541463,9.008836,7.811973,8.033658,10.895776,-98523719.0,27683283.0
-0.459788,7.173958,6.357842,6.230481,9.214432,-100300348.0,29971228.0
-0.666472,12.074859,11.469485,10.893103,14.339478,-90443598.0,32263450.0
-0.383401,8.461469,7.996654,7.539027,10.702143,-112105376.0,46177484.0
-0.900908,11.515382,10.697611,10.26615,13.569332,-87523765.0,33287940.0
-0.26763,9.088625,8.369389,8.222554,11.128233,-96377164.0,48354070.0
-0.653119,9.631022,8.59471,8.717518,11.592042,-88386314.0,35654930.0
-0.817471,9.411811,8.382518,8.501673,11.445246,-83209780.0,34128469.0
-0.442813,7.822445,7.297091,6.896694,9.950037,-96593025.0,38301526.0
-0.740799,9.129022,8.201112,8.04687,11.331883,-102723149.0,30781391.0
-0.581702,11.471249,10.971022,10.491857,13.989641,-77588420.0,37378206.0
-0.79137,10.144078,9.118115,9.121291,12.078387,-90089776.0,36270511.0
-0.581239,12.849906,12.289099,11.796148,15.206942,-81532341.0,41129651.0
-0.737884,8.943376,8.120589,7.892826,11.13345,-84137311.0,31776588.0
-0.953849,10.883054,9.966228,9.832582,13.10088,-83820888.0,34315842.0
-0.843662,10.833602,10.34477,9.694986,13.102208,-81150319.0,25117067.0
-0.710555,9.905984,9.126089,8.981556,12.059062,-94941393.0,32734950.0
-0.50989,10.998661,10.434116,10.041857,13.407957,-86116261.0,40481500.0
-0.826032,10.360121,9.376533,9.154828,12.407478,-90314064.0,35212638.0
-0.355735,9.48941,8.871365,8.559294,11.687038,-89044233.0,43807656.0
-0.519741,6.516193,6.095825,5.598422,8.675051,-100582468.0,41918002.0
-0.486689,9.53003,8.986447,8.54091,11.746851,-91543838.0,40988540.0
-0.881561,9.463043,8.477412,8.458716,11.556282,-81809276.0,27493625.0
-0.756029,10.397177,9.282661,9.393245,12.400578,-82748301.0,37555669.0
-0.56257,8.993552,7.808323,8.071531,10.843397,-85554480.0,37258803.0
-0.53055,9.553717,8.959569,8.500861,11.780507,-103105037.0,40729106.0
-0.401765,8.9297,8.34593,7.972466,11.02952,-96651542.0,42831916.0
-0.424195,9.984699,9.3521,9.055673,12.257317,-84128383.0,41022141.0
-0.524506,9.632925,8.857657,8.771525,11.64771,-83420551.0,35149662.0
-0.79521,10.848754,10.124068,9.808902,13.027628,-85304578.0,31151186.0
-0.393678,8.520787,7.952263,7.573017,10.543023,-96868503.0,42499308.0
-0.379726,8.425955,8.033983,7.531552,10.769306,-104128464.0,39282065.0
-0.527192,9.794007,9.066355,8.855806,12.005882,-81672301.0,38833209.0
-0.598131,9.028459,8.473868,8.093768,11.285209,-91261528.0,41217415.0
-0.702146,9.477386,8.57414,8.580544,11.557555,-97725133.0,33672186.0
-0.815194,10.323414,9.382359,8.994917,12.269094,-92663150.0,32603902.0
-0.426141,11.164275,10.427121,9.984468,13.23629,-70207899.0,44165800.0
-0.468393,9.539356,8.988071,8.600799,11.831968,-86564568.0,40583933.0
-0.625527,8.383433,7.647309,7.415777,10.34551,-71720604.0,44731851.0
-0.579026,11.45039,10.745529,10.348878,13.668853,-85398211.0,40225637.0
-0.644176,8.408048,7.380256,7.342779,10.550826,-86156392.0,36393167.0
-0.306388,8.980927,8.332549,7.913887,10.962562,-97121663.0,44019624.0
