@relation EGSSD

@attribute tau1 numeric
@attribute tau2 numeric
@attribute tau3 numeric
@attribute tau4 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute g1 numeric
@attribute g2 numeric
@attribute g3 numeric
@attribute g4 numeric
@attribute stab numeric

@data
5.85322,6.060121,3.238775,4.226832,4.113234,-1.607446,-0.845588,-1.660199,0.948053,0.373648,0.334613,0.228794,0.036699
3.311043,3.497545,3.557525,5.34787,4.491584,-1.975341,-1.609095,-0.907147,0.149562,0.542022,0.797698,0.098309,-0.011435
7.85616,1.746263,1.224528,6.795957,4.837288,-1.76869,-1.597687,-1.470912,0.937694,0.119945,0.19475,0.923749,0.046429
6.927664,0.888115,9.397724,3.814611,2.872637,-0.868995,-0.846826,-1.156815,0.392234,0.38554,0.268422,0.476308,-0.031671
7.390836,7.652423,5.953608,7.661851,3.544673,-0.662886,-1.265253,-1.616534,0.338311,0.289397,0.854659,0.83501,0.070359
7.082403,3.420475,3.79883,1.045993,3.615641,-1.093027,-1.213819,-1.308795,0.121601,0.067034,0.325752,0.83626,-0.047287
3.470796,7.536089,4.404572,4.91288,3.201963,-1.309197,-0.964662,-0.928105,0.536886,0.624458,0.547419,0.682132,0.05577
5.293471,1.424137,8.772007,9.252174,4.611719,-1.87601,-1.743759,-0.99195,0.505689,0.542612,0.473047,0.745201,0.027463
8.924171,8.681083,3.988643,6.851183,3.450297,-1.463208,-0.616817,-1.370273,0.127338,0.286623,0.186596,0.487215,-0.004588
1.834559,3.078284,6.445729,3.336356,3.601031,-1.858114,-0.820584,-0.922334,0.646142,0.957676,0.469726,0.26118,0.006001
3.604757,8.007259,7.768368,7.440917,3.363262,-0.88534,-1.413505,-1.064417,0.477477,0.184273,0.524247,0.113104,-0.002122
8.232792,4.80392,4.319072,6.54486,4.217138,-1.358317,-1.318066,-1.540755,0.620171,0.530416,0.822463,0.597831,0.068834
5.00505,1.46008,6.113331,7.584954,4.2086,-1.097594,-1.585593,-1.525413,0.154558,0.964136,0.22974,0.564927,-0.027917
0.740821,9.150979,5.428823,4.574842,3.722993,-0.836969,-1.495131,-1.390894,0.558628,0.429838,0.234695,0.909757,-0.007762
4.215487,1.234619,3.405914,7.736791,4.631387,-1.703452,-1.395716,-1.53222,0.619563,0.215225,0.946176,0.311564,0.009744
1.211915,8.271991,0.500788,8.10862,4.361374,-1.981874,-0.58558,-1.79392,0.597473,0.841467,0.426016,0.186604,-0.024212
9.594883,2.924959,5.089612,7.808525,4.04467,-1.405576,-1.952315,-0.686779,0.440968,0.169037,0.204993,0.740695,0.024487
7.816634,5.78476,3.313459,9.890237,3.093326,-0.9457,-1.021949,-1.125678,0.715187,0.868356,0.461924,0.216808,0.051024
2.193458,9.326471,8.050239,9.265703,3.172129,-0.927615,-1.681022,-0.563491,0.567878,0.926456,0.697081,0.06725,0.039838
7.210537,2.334313,3.366963,7.858648,4.518332,-1.457535,-1.685279,-1.375518,0.814628,0.49668,0.650749,0.309853,0.027908
9.156492,2.690695,0.78688,1.075417,3.55619,-0.694074,-1.423626,-1.438491,0.291438,0.200039,0.603817,0.874589,-0.035257
6.089741,1.54893,2.277614,8.357199,2.786417,-0.878535,-0.967033,-0.940849,0.934079,0.744699,0.773509,0.704229,0.028291
1.657991,7.451682,3.334815,7.762352,4.441002,-1.163785,-1.811455,-1.465761,0.948548,0.114346,0.189086,0.931996,-0.006758
8.417268,5.412237,7.942719,2.171483,3.087866,-1.653373,-0.932513,-0.501979,0.589917,0.683284,0.208218,0.05146,0.022949
3.69807,9.284551,1.841074,3.853904,2.47123,-0.916524,-0.85402,-0.700686,0.995829,0.091318,0.506798,0.785261,0.028792
3.24211,3.075995,4.955125,8.782029,2.452711,-1.080746,-0.803815,-0.56815,0.644822,0.181036,0.304009,0.276337,-0.032096
1.727695,3.441121,1.050336,2.678268,3.454329,-1.650779,-1.082477,-0.721073,0.562765,0.948656,0.727152,0.571345,0.017979
3.21012,5.106231,5.348785,2.671885,4.07466,-1.132086,-1.961772,-0.980802,0.213532,0.951059,0.55542,0.052722,0.027942
2.779802,8.919421,8.702879,5.268349,3.708977,-0.530735,-1.339941,-1.838301,0.957784,0.616216,0.340386,0.22051,0.015124
7.501259,8.766775,1.875795,7.044702,4.371913,-1.654801,-1.628675,-1.088437,0.391604,0.913932,0.354854,0.444034,0.043125
4.424181,8.576861,6.553554,2.035324,2.408991,-1.177194,-0.668504,-0.563293,0.75624,0.448544,0.074792,0.504432,-0.006718
9.341232,8.648394,4.216944,6.716866,3.642779,-0.830121,-1.11834,-1.694317,0.488418,0.517657,0.820167,0.603225,0.059337
9.722231,3.335828,7.030446,8.265508,3.138326,-1.470861,-0.979052,-0.688413,0.758899,0.127609,0.729235,0.580083,0.060536
1.974738,9.237961,7.598601,0.536694,4.498535,-1.959629,-1.164716,-1.37419,0.468102,0.932265,0.825764,0.226827,0.03366
9.840832,9.114359,6.276193,3.68396,2.736122,-0.701315,-0.537606,-1.4972,0.816919,0.144753,0.32829,0.745944,0.03132
5.431618,5.340761,0.816,8.917024,3.56425,-1.459091,-0.649422,-1.455737,0.36668,0.978537,0.652569,0.543973,0.021595
2.086506,7.860088,2.179904,2.39903,3.258181,-0.998416,-0.951558,-1.308208,0.518699,0.107508,0.183448,0.582178,-0.024902
2.036349,4.96858,9.391697,5.227331,4.411287,-0.925754,-1.883402,-1.602131,0.178438,0.809578,0.398716,0.061891,-0.005857
8.313115,7.060811,7.092927,0.951202,3.596593,-0.888148,-1.720563,-0.987882,0.635426,0.788695,0.626757,0.234975,0.054953
4.506769,7.175377,3.168881,1.619786,3.580537,-1.427366,-0.725996,-1.427176,0.39204,0.229182,0.873777,0.964562,-0.001526
2.116206,5.846025,8.322251,9.856713,2.862659,-0.989216,-1.145335,-0.728109,0.566321,0.123579,0.928652,0.532592,0.031976
5.724319,4.778728,1.130358,2.369751,4.143498,-1.785469,-1.145878,-1.212152,0.554519,0.665349,0.511608,0.17189,-0.007226
8.16421,6.539999,9.853281,7.671047,4.245645,-1.327185,-1.293259,-1.625201,0.797349,0.331441,0.246824,0.803285,0.065169
2.860501,1.725603,6.234419,4.048344,2.266586,-1.211804,-0.526347,-0.528435,0.106297,0.140128,0.705743,0.856933,0.016651
8.989205,7.931534,8.459559,7.297775,5.007707,-1.754889,-1.871191,-1.381627,0.788945,0.402441,0.901947,0.539401,0.082014
9.486358,9.333236,7.776747,2.079008,3.196546,-0.566656,-1.679727,-0.950162,0.62098,0.558375,0.065427,0.25972,0.020264
0.768819,5.175408,9.862656,9.753917,3.366629,-0.620794,-1.737359,-1.008476,0.717204,0.497419,0.756317,0.674973,0.022369
3.017004,6.351147,2.293691,2.354284,4.337777,-1.128749,-1.526193,-1.682834,0.507861,0.644875,0.961824,0.437883,0.015973
1.062949,1.619901,2.897434,5.97741,4.339156,-1.236733,-1.241975,-1.860448,0.270349,0.650621,0.485804,0.243373,-0.047147
5.006283,2.242472,3.345285,7.396168,4.196886,-0.909604,-1.752606,-1.534676,0.514816,0.417619,0.575567,0.064081,-0.023428
9.110614,5.161178,3.512696,4.090809,3.202404,-0.994303,-0.723207,-1.484894,0.792384,0.275846,0.606142,0.232681,0.02
4.248715,1.007847,5.029405,2.065443,3.721332,-1.122542,-0.917345,-1.681446,0.198496,0.061961,0.678596,0.211518,-0.034746
7.015872,1.106966,6.37285,6.504856,4.386347,-1.208726,-1.343925,-1.833696,0.832789,0.846882,0.703192,0.591309,0.049553
1.145446,1.730552,5.565849,8.542545,3.73277,-0.89092,-1.168701,-1.673149,0.817913,0.419017,0.368386,0.269536,-0.02068
5.557098,5.044368,4.378388,2.558482,4.798533,-1.553184,-1.309438,-1.935911,0.928747,0.311589,0.065801,0.275814,0.010964
6.307638,9.079331,6.940309,3.417559,5.147609,-1.444459,-1.936546,-1.766604,0.141214,0.370875,0.497692,0.194547,0.001274
5.495708,5.049364,1.900232,1.145262,3.426656,-0.784128,-0.800214,-1.842313,0.170864,0.581829,0.25775,0.204845,-0.047143
7.165126,7.686967,7.443094,1.356272,4.088892,-0.994876,-1.116517,-1.977498,0.900661,0.406585,0.080394,0.383698,0.019159
2.638414,5.1964,9.673237,4.649236,3.962014,-1.652708,-0.685437,-1.623869,0.939485,0.928137,0.097273,0.730907,0.058821
4.62902,4.508007,8.819001,9.88165,4.335245,-1.971285,-1.351804,-1.012156,0.24675,0.304211,0.160634,0.776907,0.018382
9.143722,0.942144,8.478781,8.015582,3.835017,-1.995805,-0.622635,-1.216578,0.922992,0.225214,0.730951,0.28751,0.050896
2.596121,4.285043,9.643967,7.240734,3.464294,-1.226257,-0.842798,-1.39524,0.064332,0.887868,0.57054,0.901548,0.055943
7.062421,0.715243,6.364692,9.484873,4.283903,-1.681151,-0.950742,-1.652011,0.601013,0.615473,0.582246,0.052356,-0.007941
8.687577,7.956239,9.883994,5.295233,3.941456,-0.903346,-1.558043,-1.480067,0.337957,0.885611,0.055384,0.250588,0.032401
3.059669,2.878678,2.949364,0.671544,4.110138,-1.299001,-0.817756,-1.993381,0.272016,0.147204,0.375818,0.902886,-0.048177
1.095615,2.752869,1.84827,1.888325,3.766236,-1.502447,-0.644301,-1.619488,0.114847,0.988988,0.847611,0.905259,0.031846
7.044672,1.228966,3.621149,2.215892,3.910516,-1.309349,-1.257133,-1.344034,0.197235,0.465075,0.758667,0.518151,-0.038455
1.421783,1.220217,7.892733,1.60073,3.70888,-0.832691,-1.096678,-1.77951,0.139656,0.417022,0.205169,0.632346,-0.044875
7.007185,4.057413,2.760894,9.807777,2.785803,-1.110606,-0.510139,-1.165058,0.074031,0.171417,0.546139,0.684258,-0.010381
9.712987,3.658826,1.566916,3.783733,3.544746,-1.232998,-1.76519,-0.546558,0.654009,0.841399,0.57969,0.857986,0.004486
4.810135,4.174595,4.279148,8.420456,2.445929,-0.560638,-0.634522,-1.250769,0.620868,0.991938,0.459348,0.519732,0.063052
8.001379,6.503992,9.160749,4.468891,3.549047,-1.109227,-1.249372,-1.190449,0.940927,0.824584,0.243842,0.069805,0.059049
3.52507,9.213827,1.283858,1.632232,3.319239,-0.904195,-1.636442,-0.778602,0.491409,0.96592,0.089608,0.368968,-0.000672
5.003383,2.464311,4.192667,6.746245,2.72746,-0.994561,-0.776901,-0.955998,0.67306,0.573525,0.970655,0.138964,0.046949
2.813323,4.874665,3.106507,1.181535,3.761259,-1.396957,-0.623898,-1.740404,0.593478,0.574453,0.995202,0.996156,0.04426
9.859747,7.60431,2.882191,2.603774,3.268015,-1.400304,-0.981947,-0.885764,0.063055,0.06883,0.186891,0.369015,-0.03859
4.627076,1.737427,0.538211,5.358669,3.862737,-0.663467,-1.598324,-1.600946,0.491118,0.383863,0.065659,0.556704,-0.025425
1.521913,1.843736,1.321725,6.837542,4.686266,-1.649318,-1.724585,-1.312363,0.849379,0.134511,0.308063,0.710545,-0.019664
7.991543,9.572404,2.137495,8.14783,4.302485,-1.962462,-0.546645,-1.793379,0.919835,0.800497,0.749402,0.745286,0.069369
7.741751,3.599892,9.775413,5.970215,3.309599,-0.997971,-1.245293,-1.066335,0.5128,0.981654,0.556918,0.092845,0.030836
1.740892,3.019299,3.517223,8.836805,2.982211,-1.876358,-0.529188,-0.576665,0.805412,0.39719,0.096269,0.60431,-0.028775
5.898545,0.65953,6.223793,3.847829,4.526236,-1.852281,-1.542508,-1.131447,0.93723,0.167719,0.934014,0.067652,0.046683
5.614842,0.813856,2.654755,4.726619,2.666053,-0.799174,-0.692097,-1.174782,0.12875,0.128571,0.908767,0.418262,-0.016139
7.010767,6.027727,8.458187,2.784875,4.011636,-1.798209,-0.975246,-1.238181,0.554855,0.071612,0.817039,0.507659,0.033436
5.451029,2.081686,5.889013,6.539965,3.588253,-1.417121,-0.571388,-1.599744,0.112214,0.330281,0.794023,0.508502,0.021819
8.804876,3.35879,4.648564,9.534413,4.62654,-1.982996,-1.594497,-1.049047,0.224673,0.268691,0.694373,0.1868,-0.011633
1.084749,1.054142,3.646885,9.689824,3.886108,-1.597636,-0.605536,-1.682936,0.873479,0.377552,0.360363,0.374339,-0.023619
9.848979,3.030317,6.065518,0.534793,3.018903,-1.692559,-0.606766,-0.719578,0.690448,0.365376,0.688527,0.631565,-0.005955
6.752089,2.679327,0.548944,5.087348,2.706909,-0.914383,-1.142806,-0.649721,0.503874,0.747807,0.810926,0.468527,-0.024367
1.34219,2.748396,8.306262,7.824294,5.137573,-1.637735,-1.72431,-1.775529,0.486272,0.196051,0.790664,0.705017,0.025325
6.224026,9.227945,5.876408,6.904519,4.334819,-1.836343,-0.95716,-1.541315,0.286175,0.111857,0.831212,0.549451,0.042395
8.550574,1.999451,9.793654,0.795935,4.140059,-1.296607,-1.985888,-0.857564,0.798933,0.916748,0.063183,0.63483,-0.028847
4.750104,3.450634,2.680012,8.710476,3.837635,-1.124487,-0.865052,-1.848097,0.625244,0.313693,0.62168,0.251041,-0.006515
2.59355,7.622752,6.8733,5.785298,2.092536,-0.825696,-0.611803,-0.655037,0.849789,0.974369,0.328773,0.837384,0.07045
4.172956,9.893184,7.167207,3.240716,3.689736,-0.943843,-1.618526,-1.127367,0.771886,0.116892,0.292406,0.733327,0.009557
3.243955,8.908443,9.335929,1.731354,5.139632,-1.644319,-1.787886,-1.707427,0.893445,0.5089,0.111424,0.983424,-0.030908
9.05749,2.111156,3.259208,4.05219,4.389505,-1.530942,-1.454445,-1.404118,0.644204,0.793483,0.98801,0.693319,0.025079
7.144416,2.419135,0.677621,8.620206,3.884809,-1.288472,-1.854355,-0.741982,0.234026,0.414656,0.383577,0.238807,-0.03568
8.920034,3.713652,4.985267,1.833683,2.932067,-0.634127,-0.561972,-1.735967,0.229871,0.385938,0.158663,0.224944,-0.040096
9.8118,7.165574,3.632619,7.30876,3.20188,-1.412462,-0.549503,-1.239915,0.573483,0.690648,0.446135,0.737971,0.063484
3.35426,1.237373,6.459725,8.966245,3.581783,-1.38087,-1.59115,-0.609762,0.950951,0.573145,0.565127,0.313783,0.000313
6.697276,0.810995,6.359765,6.772681,3.037287,-0.683955,-0.885775,-1.467556,0.268799,0.22627,0.140809,0.095036,-0.038278
3.165984,9.179509,4.794517,9.168126,3.133982,-1.335171,-0.727165,-1.071646,0.581987,0.256627,0.780769,0.649754,0.034925
5.464127,3.327936,8.180359,0.799082,4.179871,-1.67187,-0.990031,-1.517969,0.664544,0.744172,0.98782,0.711051,0.031243
6.150298,7.366061,0.987426,1.9847,3.896741,-0.906611,-1.270002,-1.720129,0.252049,0.304247,0.611485,0.812971,-0.032754
0.885427,9.046719,9.82296,8.715276,3.090344,-0.878706,-1.24452,-0.967118,0.925738,0.077093,0.983728,0.286857,-0.001441
0.680243,9.689661,1.779793,2.706543,2.594648,-1.138215,-0.863061,-0.593372,0.787476,0.430898,0.210065,0.639852,-0.037516
4.849068,8.967961,5.675186,2.369163,4.791051,-1.74075,-1.492444,-1.557857,0.375504,0.467449,0.791499,0.21249,0.027033
0.977812,7.615331,9.337615,5.887419,3.18629,-0.899105,-1.75563,-0.531555,0.104806,0.568468,0.949923,0.80797,0.063598
4.104269,6.361644,2.268395,0.738305,3.111133,-0.822928,-1.683129,-0.605076,0.345892,0.654894,0.282387,0.093817,-0.025071
4.939516,8.645575,9.512737,7.510726,2.046363,-0.97646,-0.514345,-0.555557,0.611359,0.427912,0.175994,0.461029,0.032327
1.073547,9.109859,9.467664,6.744694,2.807754,-1.584532,-0.552108,-0.671114,0.342342,0.25373,0.198518,0.673494,-0.003832
2.584981,9.509605,3.640145,9.821823,4.075728,-1.901695,-0.91363,-1.260404,0.520501,0.278712,0.537911,0.327833,-0.021023
4.052419,4.664641,4.172896,5.781637,3.525232,-1.23775,-0.612905,-1.674578,0.248547,0.235883,0.872427,0.873467,0.056538
6.813351,5.428776,2.878932,1.593318,3.76489,-1.13943,-1.440724,-1.184735,0.084076,0.221685,0.538875,0.265563,-0.048414
1.460638,9.284868,9.06343,6.718874,3.242427,-1.536297,-0.573477,-1.132653,0.892754,0.562417,0.48215,0.243655,0.001315
3.159813,3.788316,4.068649,1.432164,3.968417,-1.274655,-1.061922,-1.631839,0.913911,0.504962,0.636598,0.719971,0.048487
2.636883,7.436832,5.529011,8.696878,4.673358,-0.910729,-1.927736,-1.834892,0.963065,0.365227,0.273351,0.589948,0.01864
4.44634,2.375881,9.944701,7.286531,3.332603,-1.267884,-0.837642,-1.227077,0.586206,0.259483,0.911691,0.469997,0.039839
7.118653,0.800825,1.651039,8.233774,3.93953,-0.592843,-1.772967,-1.57372,0.159541,0.601951,0.506365,0.845777,-0.028433
5.759188,3.401802,3.33126,8.286994,4.152305,-1.557036,-0.717748,-1.877521,0.216678,0.958106,0.769059,0.109572,0.016576
6.398703,8.049419,5.059439,5.659017,5.185758,-1.310585,-1.953912,-1.921262,0.09588,0.093579,0.837118,0.290495,0.001201
2.027007,3.668338,6.564131,1.401526,3.884667,-1.630041,-0.934131,-1.320496,0.309143,0.789436,0.726852,0.622657,0.007589
2.634155,6.701973,3.33842,3.472336,4.145128,-1.408058,-0.859178,-1.877891,0.472512,0.312848,0.235152,0.127033,-0.040474
2.690745,3.824283,0.639843,7.313992,3.49938,-0.505243,-1.689304,-1.304833,0.730119,0.276011,0.876855,0.333758,-0.040508
9.409216,5.112204,7.880029,2.919024,3.34137,-1.974835,-0.856184,-0.510351,0.866332,0.695692,0.333405,0.778703,0.048171
8.144224,4.024744,1.736053,4.076753,4.422986,-0.85781,-1.697975,-1.867201,0.911177,0.138306,0.775169,0.485913,0.006691
1.462759,7.783556,7.94115,5.681834,4.011562,-1.082559,-1.80898,-1.120023,0.20822,0.822709,0.750304,0.32448,0.049313
1.308454,6.049256,8.983605,4.734245,4.680094,-1.086918,-1.841272,-1.751904,0.402461,0.437719,0.076291,0.276904,-0.031526
0.757935,9.462042,8.456016,9.517038,3.302053,-1.087929,-0.816944,-1.397181,0.923168,0.675426,0.662822,0.364119,0.016284
3.541728,0.51387,7.269761,8.85673,4.705211,-1.583957,-1.861797,-1.259457,0.609623,0.84282,0.979293,0.244574,-0.000098
9.303512,7.049133,8.96826,2.944483,4.462529,-1.856448,-0.851765,-1.754317,0.580234,0.37128,0.588903,0.527405,0.038998
1.584446,2.495345,6.421039,3.899089,2.908742,-0.838244,-0.9653,-1.105198,0.416165,0.633529,0.233816,0.884286,0.001152
4.400481,2.520849,6.307533,1.307211,3.41794,-0.83187,-0.758,-1.82807,0.460299,0.945433,0.112195,0.804005,-0.021756
3.12073,1.752398,3.999604,9.6558,4.621047,-0.981106,-1.701312,-1.938629,0.150551,0.309712,0.372183,0.955146,0.005289
5.864705,7.307688,5.553538,4.644897,4.606317,-1.581953,-1.202994,-1.82137,0.687217,0.750935,0.873977,0.439152,0.0859
6.880484,6.109934,3.334783,3.503512,2.840764,-0.639848,-0.955747,-1.245169,0.963516,0.119562,0.473798,0.814137,0.0469
4.463067,9.394577,3.862606,7.413885,4.186128,-0.74563,-1.539151,-1.901347,0.467225,0.357696,0.82462,0.702945,0.047995
3.325722,4.92078,4.847461,8.725288,4.135401,-1.923159,-1.444359,-0.767883,0.619955,0.521643,0.988192,0.741597,0.068737
7.315809,3.370121,9.480678,4.356556,4.739156,-0.932302,-1.993296,-1.813559,0.886082,0.708535,0.920131,0.118077,0.059286
5.410077,6.129169,0.581717,4.368197,3.137921,-1.134603,-1.25087,-0.752448,0.407373,0.121705,0.201914,0.999079,0.004182
7.328089,1.348366,9.798466,3.42467,3.489658,-1.751068,-0.662915,-1.075675,0.870629,0.527029,0.839915,0.602922,0.037496
6.784121,1.318357,6.358154,7.499438,3.46248,-1.296031,-1.311333,-0.855115,0.365522,0.576649,0.820472,0.375048,0.024837
8.869523,8.635396,4.369778,9.081392,3.667407,-0.832422,-1.022144,-1.81284,0.403971,0.677304,0.775001,0.38281,0.053514
4.998659,8.462644,8.67596,5.705783,2.843694,-0.580528,-0.876838,-1.386329,0.893851,0.423666,0.932233,0.067828,0.061116
8.22068,4.666417,6.336394,0.682753,4.076529,-1.898878,-0.862137,-1.315515,0.509242,0.857478,0.351447,0.285325,0.01953
7.670946,8.848649,9.114094,8.424055,5.377346,-1.637059,-1.798312,-1.941975,0.254323,0.564639,0.876372,0.274199,0.058297
9.136937,3.985057,1.908408,9.139493,3.056795,-0.554441,-0.664664,-1.837689,0.332249,0.498313,0.669428,0.720667,0.010268
9.563888,7.389835,3.755987,0.981307,3.281587,-1.687898,-0.861829,-0.73186,0.15412,0.725115,0.105527,0.726956,-0.032422
9.264567,1.842549,8.51459,2.832217,2.851991,-1.640422,-0.586645,-0.624924,0.420832,0.130532,0.333913,0.453896,-0.016636
9.176071,0.542493,7.69628,6.486124,3.313011,-1.118697,-1.385873,-0.808442,0.588654,0.344889,0.851567,0.233879,0.030481
9.315751,2.361461,6.232995,0.975275,4.739701,-1.233525,-1.854009,-1.652166,0.872118,0.54151,0.107708,0.736222,-0.018646
8.413588,9.54783,0.7406,2.794081,2.767632,-0.799274,-0.943342,-1.025017,0.931117,0.768544,0.955787,0.602699,0.012475
2.948681,7.303581,6.927517,1.187242,4.437955,-1.286048,-1.330675,-1.821232,0.533276,0.621266,0.956773,0.822041,0.030928
4.450415,4.421732,7.808793,2.772436,4.096551,-1.363322,-0.742796,-1.990434,0.974789,0.896573,0.641611,0.661839,0.081498
6.345902,4.64592,6.667106,4.429552,3.874779,-1.089386,-1.950851,-0.834542,0.730042,0.994722,0.236789,0.985563,0.091348
9.81554,2.682598,4.308093,7.174047,3.888237,-1.23405,-0.855507,-1.798681,0.633864,0.707401,0.416287,0.267006,0.007418
2.199508,3.576643,9.386133,0.83556,2.217549,-0.929635,-0.572414,-0.7155,0.356279,0.36136,0.197681,0.629729,-0.039061
1.92511,7.46317,3.168078,2.225657,2.766224,-1.443427,-0.727688,-0.595109,0.852676,0.340239,0.754234,0.630387,-0.013092
8.007896,9.877769,8.670378,7.935573,4.217818,-0.638661,-1.675037,-1.90412,0.75569,0.231169,0.691032,0.458105,0.064609
2.615382,6.289449,2.733672,3.648618,2.475664,-1.322362,-0.59699,-0.556312,0.260198,0.709327,0.581177,0.602093,0.02343
5.000217,6.865605,4.133842,4.519411,4.38475,-1.169478,-1.597339,-1.617934,0.217767,0.084622,0.420962,0.432656,-0.028643
8.492566,5.554425,3.394195,4.838147,3.615533,-0.69657,-1.562637,-1.356326,0.408684,0.863176,0.996816,0.778041,0.081951
9.510291,7.441707,8.057387,3.310423,5.616411,-1.995751,-1.952535,-1.668125,0.976911,0.420371,0.1821,0.394629,0.042317
7.780964,6.032089,9.204893,6.860429,4.18667,-0.921124,-1.829769,-1.435777,0.447049,0.370455,0.556658,0.465949,0.048294
7.542732,4.649209,7.765898,1.523032,3.705387,-1.884561,-1.110264,-0.710562,0.550546,0.099892,0.494944,0.892241,-0.006412
9.360723,6.139049,3.452769,4.350595,4.258322,-1.448494,-1.095318,-1.714509,0.922362,0.134594,0.853579,0.205629,0.02532
7.092355,3.141817,1.548891,1.491717,4.597578,-1.840038,-1.478893,-1.278647,0.516372,0.839109,0.530312,0.739535,-0.031872
7.450478,7.68416,9.55021,0.729047,3.716533,-1.880335,-0.615771,-1.220427,0.099622,0.447866,0.91223,0.79672,0.006719
3.140054,1.95111,8.096559,2.798646,3.349837,-1.101948,-1.72161,-0.526279,0.704987,0.869749,0.168715,0.189829,-0.030975
3.865069,3.69995,7.839746,0.882394,3.731426,-1.823551,-1.389352,-0.518523,0.894975,0.36874,0.991234,0.878101,0.020325
7.157074,2.712106,9.539777,5.185341,3.255936,-0.704247,-0.706857,-1.844833,0.374917,0.397236,0.567602,0.248309,0.009814
6.943618,3.210582,7.226987,5.724734,2.989616,-0.636915,-1.438809,-0.913892,0.106933,0.653997,0.883962,0.978288,0.069464
1.091175,6.236211,6.622365,2.750299,4.076731,-1.170991,-1.434171,-1.471569,0.415944,0.140034,0.26209,0.320709,-0.037662
0.732237,6.457205,2.519639,7.467276,4.089326,-1.621364,-0.552015,-1.915947,0.411778,0.936109,0.420461,0.36301,0.008597
8.893716,8.356569,5.522598,1.257247,3.468084,-0.971987,-1.552611,-0.943487,0.526027,0.322529,0.956019,0.201693,0.035306
3.180882,9.55777,9.111987,2.554707,2.914465,-0.826417,-0.511211,-1.576836,0.6531,0.923351,0.832764,0.748283,0.046324
8.380114,7.400017,8.721762,5.253668,3.901271,-1.68339,-1.416697,-0.801184,0.82748,0.268922,0.884203,0.378947,0.069733
8.990466,6.953766,3.075186,2.10138,3.287482,-1.087061,-0.55704,-1.643381,0.929647,0.218861,0.420975,0.872536,0.007129
2.616212,9.087405,0.658146,7.32529,4.571556,-0.989965,-1.80671,-1.77488,0.545672,0.780382,0.77048,0.68189,0.004317
4.518039,2.661805,6.606217,7.351924,2.888862,-0.773891,-0.77016,-1.344811,0.203926,0.631751,0.990089,0.366591,0.040591
2.035421,6.420652,7.517043,4.394761,4.256425,-1.556208,-0.753091,-1.947126,0.069114,0.328191,0.571584,0.151853,-0.007516
5.058415,4.795137,5.346075,1.554469,4.12566,-0.940985,-1.522287,-1.662388,0.856647,0.767957,0.281249,0.529214,0.046833
2.044753,2.628889,6.196054,2.863856,3.876034,-0.909499,-1.815933,-1.150602,0.981741,0.643553,0.838745,0.664876,0.04396
7.34792,0.798146,6.670383,0.659571,3.450091,-0.799796,-1.585056,-1.065239,0.223997,0.546065,0.321172,0.342038,-0.036052
5.671346,2.910891,0.933075,5.402689,4.033685,-1.76462,-1.571622,-0.697443,0.218617,0.072572,0.329413,0.70226,-0.038307
1.171843,5.721813,0.708433,4.840688,2.517491,-1.207626,-0.69014,-0.619725,0.098659,0.497139,0.930621,0.525955,-0.039847
7.320245,2.655311,9.988483,6.744037,3.535088,-1.14708,-1.718298,-0.66971,0.734927,0.728227,0.649386,0.951057,0.069799
2.804557,6.807671,7.747112,3.935774,4.62229,-1.672231,-1.467119,-1.48294,0.417034,0.264121,0.72086,0.075015,0.004306
7.090638,4.9854,4.256716,0.732367,4.015835,-1.116974,-1.519917,-1.378945,0.880528,0.25215,0.631309,0.850204,0.009034
6.628214,4.320993,1.994155,1.558057,3.643505,-1.245836,-1.589652,-0.808017,0.789346,0.32757,0.487276,0.192931,-0.007672
1.044969,5.366834,3.067946,7.734108,3.9518,-0.925459,-1.807468,-1.218873,0.952494,0.186081,0.208429,0.204154,-0.02751
6.088553,6.654133,7.487131,4.080298,2.670983,-0.833241,-1.121494,-0.716248,0.616493,0.164166,0.324383,0.283713,0.012211
7.220492,8.803086,9.002827,2.996183,4.259759,-1.608397,-1.065946,-1.585417,0.8328,0.149644,0.184569,0.955931,0.025595
5.573181,7.863975,7.076309,1.015866,3.679673,-1.487407,-1.360262,-0.832004,0.110351,0.182566,0.693874,0.961679,-0.028535
5.454435,7.520318,4.748669,5.440074,4.236504,-1.435378,-0.820467,-1.98066,0.94005,0.103733,0.41569,0.811183,0.0653
9.298375,4.816444,6.447017,5.186356,4.876957,-1.042186,-1.871641,-1.96313,0.569145,0.812695,0.363265,0.304259,0.043918
6.542691,5.817886,6.769665,8.776301,4.380925,-1.038406,-1.536076,-1.806443,0.297316,0.278978,0.398293,0.657829,0.036763
6.727771,9.79612,2.475246,7.530542,3.673132,-0.790048,-0.898152,-1.984931,0.980838,0.793135,0.436589,0.661721,0.071426
2.159173,4.466005,8.214334,4.624916,2.763828,-0.724201,-1.303948,-0.73568,0.329823,0.892203,0.508999,0.706981,0.046626
1.676336,2.879198,2.454839,8.518685,4.190977,-1.699082,-1.495394,-0.9965,0.74633,0.944317,0.444714,0.632577,-0.029359
4.609784,4.252728,9.204506,3.501945,4.198645,-1.771208,-0.719773,-1.707664,0.733844,0.930135,0.480887,0.088824,0.038638
