@relation energydata_complete

@attribute Appliances numeric
@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric

@data
40,0,22.5,45.9,21.566667,45.4,23.29,45.73,20.89,48.9,20.016667,59.545,10.19,99.9,18.79,46.09,20.806667,56.427778,18,51.79,10.4,759.433333,93.333333,7.333333,46,9.37,21.855518
50,0,22.39,45.9,21.5,45.4,23.29,45.79,20.79,48.79,20.005556,59.466111,10.19,99.9,18.834444,46.181667,20.845556,56.403333,18,51.863333,10.4,759.416667,92.666667,7.666667,43,9.33,41.796763
40,0,22.39,45.9,21.5,45.5,23.29,45.79,20.73,48.863333,20,59.422222,10.19,99.9,18.812222,46.2,20.806667,56.320556,18.1,52.03,10.5,759.4,92,8,40,9.3,19.255533
50,0,22.39,45.9,21.426667,45.433333,23.26,45.863333,20.7,48.933333,20,59.381667,10.19,99.9,18.817778,46.2,20.812222,56.309444,18.1,52.223333,10.4,759.35,93.166667,7.166667,40.5,9.38,33.720772
50,0,22.39,45.9,21.463333,45.56,23.2,45.79,20.7,49,20,59.275,10.19,99.9,18.806667,46.2,20.79,56.21,18.1,52.2,10.3,759.3,94.333333,6.333333,41,9.47,3.890927
50,0,22.323333,45.9,21.39,45.5,23.2,45.79,20.6,48.9,19.932778,59.21,10.19,99.9,18.812222,46.22,20.79,56.215,18.1,52.2,10.3,759.25,95.5,5.5,41.5,9.55,41.448836
50,0,22.29,45.933333,21.39,45.5,23.26,45.93,20.6,48.9,19.89,59.157222,10.19,99.9,18.79,46.2,20.79,56.29,18.1,52.2,10.2,759.2,96.666667,4.666667,42,9.63,0.812274
40,0,22.29,46,21.39,45.5,23.2,45.9,20.5,49,19.89,59.097222,10.19,99.9,18.817778,46.275,20.79,56.29,18.1,52.2,10.1,759.15,97.833333,3.833333,42.5,9.72,5.634662
40,0,22.29,46,21.29,45.59,23.2,45.9,20.5,49,19.89,59.03,10.263333,99.9,18.834444,46.27,20.79,56.225,18.1,52.29,10,759.1,99,3,43,9.8,24.551226
40,0,22.23,46,21.356667,45.7,23.2,45.933333,20.5,49.06,19.89,58.983333,10.263333,99.9,18.806667,46.29,20.79,56.275,18.1,52.29,9.92,759.066667,98.333333,3.666667,46.333333,9.62,34.149353
50,0,22.2,46,21.29,45.7,23.2,46,20.39,49.03,19.89,58.922222,10.263333,99.9,18.79,46.29,20.79,56.27,18.166667,52.29,9.83,759.033333,97.666667,4.333333,49.666667,9.43,30.316588
50,0,22.2,46,21.29,45.79,23.2,46,20.39,49.09,19.867778,58.875556,10.16,99.9,18.812222,46.314444,20.79,56.285,18.2,52.4,9.75,759,97,5,53,9.25,44.862983
40,0,22.166667,46,21.23,45.73,23.2,46,20.39,49.09,19.878889,58.859444,10.033333,99.9,18.812222,46.314444,20.79,56.22,18.2,52.4,9.67,758.966667,96.333333,5.666667,56.333333,9.07,15.374645
50,0,22.1,46.06,21.2,45.7,23.2,46,20.39,49.09,19.828889,58.735,9.86,99.9,18.79,46.255,20.79,56.21,18.2,52.5,9.58,758.933333,95.666667,6.333333,59.666667,8.88,27.123278
50,0,22.1,46.09,21.26,45.76,23.2,46.06,20.29,49.2,19.801111,58.691667,9.8,99.9,18.79,46.2,20.79,56.145,18.2,52.5,9.5,758.9,95,7,63,8.7,36.795838
40,0,22.1,46.163333,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.626667,9.66,99.9,18.79,46.2,20.785,56.09,18.2,52.5,9.47,758.833333,94.833333,6.833333,63.333333,8.65,7.807605
50,0,22.1,46.2,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.59,9.6,99.9,18.79,46.187778,20.775,56.08,18.2,52.5,9.43,758.766667,94.666667,6.666667,63.666667,8.6,34.122577
40,0,22.1,46.2,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.585,9.566667,99.9,18.812222,46.120556,20.79,56.005,18.2,52.5,9.4,758.7,94.5,6.5,64,8.55,44.038975
40,0,22.1,46.2,21.133333,45.79,23.2,46.09,20.2,49.2,19.79,58.54,9.5,99.9,18.79,46.09,20.79,56,18.2,52.5,9.37,758.633333,94.333333,6.333333,64.333333,8.5,18.334007
40,0,22.033333,46.066667,21.1,45.79,23.2,46.2,20.2,49.2,19.79,58.51,9.463333,99.9,18.801111,46.085,20.78,56,18.2,52.5,9.33,758.566667,94.166667,6.166667,64.666667,8.45,1.650721
50,0,22,46.03,21.1,45.863333,23.2,46.2,20.2,49.2,19.79,58.5,9.39,99.9,18.801111,46.01,20.735,56,18.2,52.5,9.3,758.5,94,6,65,8.4,25.989003
50,0,22,46.09,21.1,45.9,23.15,46.2,20.2,49.2,19.79,58.416667,9.39,99.9,18.79,46,20.7,56.005,18.2,52.5,9.33,758.45,93.166667,6,60.833333,8.3,5.63572
50,0,21.926667,46.09,21.033333,45.826667,23.166667,46.2,20.166667,49.2,19.79,58.375556,9.33,99.9,18.79,46,20.7,56.110556,18.2,52.56,9.37,758.4,92.333333,6,56.666667,8.2,45.119264
50,0,21.89,46.09,21,45.79,23.166667,46.2,20.1,49.126667,19.765,58.308333,9.39,99.9,18.79,45.944444,20.7,56.255,18.23,52.626667,9.4,758.35,91.5,6,52.5,8.1,10.998583
40,0,21.89,46.09,21,45.79,23.2,46.29,20.1,49.2,19.735,58.29,9.3225,99.9,18.823333,45.95,20.7,56.372778,18.29,52.7,9.43,758.3,90.666667,6,48.333333,8,31.173825
40,0,21.89,46.2,21,45.79,23.2,46.23,20.1,49.2,19.715,58.255,9.226667,99.9,18.801111,45.911111,20.73,56.598333,18.29,52.7,9.47,758.25,89.833333,6,44.166667,7.9,18.156986
50,10,21.89,46.2,21,45.79,23.2,46.23,20.1,49.2,19.72,58.21,9.19,99.9,18.79,45.869444,20.71,56.76,18.29,52.7,9.5,758.2,89,6,40,7.8,39.429993
50,10,21.79,46.09,20.89,45.933333,23.133333,46.29,20.025,49.1175,19.7,58.257778,9.13,99.9,18.79,45.79,20.735,56.793333,18.323333,52.76,9.43,758.166667,89,6,43.666667,7.73,47.681964
50,40,21.856667,46.163333,20.89,46,23.1,46.2,20,49.09,19.7,58.187778,9.1,99.9,18.79,45.745,20.725,56.529444,18.315,52.6175,9.37,758.133333,89,6,47.333333,7.67,34.326865
60,30,21.79,46.23,20.89,46,23.1,46.126667,20.033333,49.193333,19.7,58.235,9.033333,99.9,18.79,45.7,20.7,56.214444,18.29,52.59,9.3,758.1,89,6,51,7.6,0.549583
60,30,21.79,46.29,20.89,46.03,23,45.9,20.166667,49.466667,19.7,58.302222,9,99.9,18.79,45.657222,20.7,55.831111,18.29,52.53,9.23,758.066667,89,6,54.666667,7.53,47.88934
60,30,21.79,46.29,20.89,46.09,23,45.826667,20.2,49.59,19.7,58.369444,8.926667,99.9,18.79,45.602222,20.683333,55.513333,18.29,52.53,9.17,758.033333,89,6,58.333333,7.47,24.905165
70,30,21.79,46.363333,20.856667,46.09,23,45.7,20.26,49.723333,19.7,58.369444,8.89,99.9,18.79,45.56,20.622222,55.15,18.29,52.5,9.1,758,89,6,62,7.4,27.039673
320,40,21.79,46.4,20.856667,46.163333,23,45.626667,20.39,49.79,19.655556,58.288333,8.83,99.833333,18.79,45.505,20.6,54.844444,18.29,52.5,9.02,757.95,90,6,62,7.48,2.991653
200,40,21.73,46.466667,20.856667,46.163333,22.856667,45.166667,20.463333,49.863333,19.627778,58.285556,8.8,99.8,18.79,45.5,20.6,54.645,18.29,52.4,8.93,757.9,91,6,62,7.57,8.056344
60,20,21.76,46.663333,20.79,46.03,22.663333,44.3,21.13,49.263333,19.644444,58.25,8.8,99.866667,18.79,45.461111,20.577778,54.437778,18.29,52.466667,8.85,757.85,92,6,62,7.65,37.899685
40,30,21.7,46.663333,20.76,46.09,22.463333,44.43,21.39,48.596667,19.6,58.14,8.8,99.9,18.79,45.381667,20.527778,54.226667,18.29,52.466667,8.77,757.8,93,6,62,7.73,16.129989
50,50,21.7,46.59,20.7,45.963333,22.323333,44.363333,21.26,48.29,19.6,57.823333,8.8,99.9,18.79,45.302222,20.5,53.930556,18.29,52.326667,8.68,757.75,94,6,62,7.82,30.922402
60,10,21.7,46.53,20.7,45.9,22.29,44.53,21.133333,48.23,19.616667,57.38,8.8,99.9,18.79,45.28,20.5,53.64,18.29,52.163333,8.6,757.7,95,6,62,7.9,29.696409
80,20,21.7,46.5,20.7,45.9,22.29,44.723333,21.066667,48.1,19.605556,56.873889,8.8,99.9,18.77,45.205,20.5,53.430556,18.29,52.03,8.62,757.633333,95.333333,6,58.666667,7.95,2.406242
60,30,21.7,46.633333,20.7,45.9,22.323333,44.79,21,47.966667,19.6,56.540556,8.8,99.9,18.76,45.2,20.469444,53.189444,18.29,51.863333,8.63,757.566667,95.666667,6,55.333333,8,19.6906
70,20,21.7,48.895,20.7,45.966667,22.315,44.8175,20.89,48.126667,19.6,56.343889,8.845,99.9,18.73,45.2,20.438889,52.962778,18.29,51.73,8.65,757.5,96,6,52,8.05,15.579906
60,30,21.79,48.7,20.76,46.23,22.356667,44.9,20.963333,48.2,19.6,56.356111,8.86,99.9,18.755,45.187778,20.39,52.765,18.26,51.526667,8.67,757.433333,96.333333,6,48.666667,8.1,21.634021
50,20,21.73,48.5,20.7,46.29,22.39,44.933333,21,48.23,19.6,56.411111,8.89,99.9,18.7,45.163333,20.39,52.603333,18.26,51.4,8.68,757.366667,96.666667,6,45.333333,8.15,17.97455
60,20,21.73,48.06,20.73,46.26,22.315,45,21,48.29,19.6,56.433333,8.963333,99.9,18.73,45.187778,20.378889,52.51,18.29,51.29,8.7,757.3,97,6,42,8.2,37.346642
60,30,21.73,47.933333,20.79,46.126667,22.356667,45,21,48.26,19.6,56.455556,9,99.9,18.72,45.163333,20.317778,52.416667,18.29,51.23,8.75,757.283333,97,6,45.5,8.25,47.622811
60,20,21.73,47.863333,20.823333,46.163333,22.39,45.03,21,48.26,19.588889,56.422222,9.066667,99.9,18.71,45.2,20.312222,52.320556,18.29,51.09,8.8,757.266667,97,6,49,8.3,10.950355
60,30,21.79,47.79,20.9425,46.1175,22.39,45.09,21,48.245,19.572222,56.393889,9.033333,99.9,18.7,45.2,20.29,52.235,18.2675,50.9975,8.85,757.25,97,6,52.5,8.35,41.336852
80,20,21.79,47.7,21.166667,45.866667,22.39,45.09,21,48.2,19.516667,56.326667,9.1,99.9,18.715,45.2,20.29,52.187778,18.2,50.826667,8.9,757.233333,97,6,56,8.4,1.373782
80,30,21.73,47.76,21.166667,45.7,22.39,45.09,21.066667,48.26,19.527778,56.29,9.13,99.9,18.705,45.22,20.29,52.157222,18.2,50.76,8.95,757.216667,97,6,59.5,8.45,47.384228
80,20,21.73,47.693333,21.1,45.7,22.39,45.2,21.1,48.363333,19.538889,56.245,9.263333,99.9,18.72,45.225,20.29,52.102222,18.2,50.7,9,757.2,97,6,63,8.5,48.913683
70,30,21.79,47.36,21.1,45.663333,22.39,45.2,21.1,48.363333,19.511111,56.108333,9.3,99.9,18.7,45.29,20.255,52.038333,18.2,50.663333,8.93,757.166667,96.666667,5.833333,62.833333,8.38,40.678324
70,20,21.79,47.06,21.166667,45.59,22.39,45.2,21.1,48.5,19.533333,56.045,9.3,99.9,18.7,45.314444,20.22,51.922222,18.2,50.59,8.87,757.133333,96.333333,5.666667,62.666667,8.27,33.414759
130,20,21.79,46.86,21.23,45.59,22.39,45.2,21.1,48.5,19.505556,55.983333,9.39,99.9,18.71,45.29,20.2,51.881667,18.2,50.59,8.8,757.1,96,5.5,62.5,8.15,14.885209
70,30,21.79,46.9,21.29,45.59,22.39,45.23,21.133333,48.5,19.5,55.9,9.463333,99.9,18.71,45.345,20.2,51.79,18.2,50.53,8.73,757.066667,95.666667,5.333333,62.333333,8.03,42.658988
70,20,21.79,46.9,21.39,45.5,22.39,45.29,21.2,48.5,19.5,55.9,9.5,99.9,18.725,45.4,20.2,51.79,18.2,50.5,8.67,757.033333,95.333333,5.166667,62.166667,7.92,42.312516
60,40,21.79,46.863333,21.39,45.5,22.356667,45.4,21.2,48.73,19.5,55.857222,9.5,99.9,18.725,45.4,20.2,51.79,18.2,50.5,8.6,757,95,5,62,7.8,18.873831
60,40,21.79,46.863333,21.39,45.4,22.356667,45.4,21.2,48.79,19.5,55.802222,9.2,99.866667,18.71,45.308333,20.183333,51.708889,18.2,50.5,8.55,756.933333,95,5.166667,62.166667,7.77,43.381792
60,30,21.823333,47,21.39,45.4,22.39,45.433333,21.2,48.79,19.5,55.79,9,99.726667,18.7,45.245,20.138889,51.602222,18.2,50.5,8.5,756.866667,95,5.333333,62.333333,7.73,26.864677
60,40,21.89,47.333333,21.39,45.29,22.39,45.5,21.26,48.863333,19.5,55.79,8.945,99.59,18.7,45.103333,20.105556,51.529444,18.2,50.4,8.45,756.8,95,5.5,62.5,7.7,28.876854
60,40,21.823333,47.433333,21.39,45.29,22.39,45.5,21.29,48.76,19.5,55.79,8.8,99.4,18.7,45.01,20.1,51.411111,18.2,50.326667,8.4,756.733333,95,5.666667,62.666667,7.67,0.782598
50,0,21.815,47.425,21.356667,45.26,22.39,45.5,21.29,48.626667,19.5,55.708889,8.726667,99.4,18.7,44.910556,20.1,51.332778,18.2,50.26,8.35,756.666667,95,5.833333,62.833333,7.63,45.563124
90,10,21.856667,47.4,21.29,45.2,22.39,45.56,21.26,48.233333,19.5,55.602222,8.726667,99.263333,18.7,44.802222,20.116667,51.225,18.2,50.2,8.3,756.6,95,6,63,7.6,31.991288
70,10,21.89,47.26,21.29,45.23,22.39,45.59,21.2,47.693333,19.5,55.657222,8.8,99.19,18.71,44.678333,20.105556,51.157222,18.2,50.09,8.28,756.516667,95,5.833333,56.333333,7.58,27.702447
50,0,21.89,47.126667,21.29,45.29,22.39,45.59,21.1,47.466667,19.5,55.786667,8.83,99.123333,18.72,44.632778,20.1,51.065,18.2,50.03,8.27,756.433333,95,5.666667,49.666667,7.57,34.002968
50,0,21.89,47.33,21.29,45.36,22.426667,45.7,21.033333,47.266667,19.5,56.19,8.83,99.123333,18.71,44.59,20.1,50.994444,18.2,50,8.25,756.35,95,5.5,43,7.55,46.998091
50,0,21.89,47.996667,21.29,45.693333,22.426667,45.76,20.945,47.145,19.5,56.472222,8.69,99.19,18.7,44.525,20.1,50.911111,18.2,49.975,8.23,756.266667,95,5.333333,36.333333,7.53,9.114284
40,10,21.89,50.06,21.2,46.045,22.463333,45.933333,20.856667,47.163333,19.5,56.5,8.69,99.19,18.72,44.488889,20.077778,50.857222,18.2,49.826667,8.22,756.183333,95,5.166667,29.666667,7.52,22.238294
70,0,21.89,50.393333,21.2,46.163333,22.463333,46.06,20.79,47.163333,19.5,56.45,8.69,99.19,18.72,44.416667,20.088889,50.78,18.2,49.79,8.2,756.1,95,5,23,7.5,14.914068
180,0,21.79,49.833333,21.2,46.09,22.39,46.09,20.79,47.326667,19.5,56.381667,8.69,99.123333,18.72,44.332778,20.027778,50.662222,18.2,49.73,8.08,756.116667,94.333333,5.166667,23,7.27,22.598608
50,0,21.79,49.226667,21.2,46.666667,22.39,46.09,20.73,47.466667,19.5,56.214444,8.66,99.156667,18.72,44.245,20,50.545,18.23,50.1,7.97,756.133333,93.666667,5.333333,23,7.03,45.522867
60,10,21.79,48.796667,21.2,47.526667,22.39,46.09,20.7,47.56,19.463333,55.917222,8.6,99.09,18.7,44.127778,20,50.438889,18.29,50.833333,7.85,756.15,93,5.5,23,6.8,38.702906
150,0,21.79,48.463333,21.2,46.833333,22.323333,46.09,20.7,47.5,19.408333,55.763333,8.36,99.09,18.72,43.982222,20,50.332778,18.39,51.326667,7.73,756.166667,92.333333,5.666667,23,6.57,34.031015
130,0,21.79,48.223333,21.2,46.566667,22.29,46.09,20.666667,47.466667,19.420556,55.556667,8.226667,99.09,18.7,43.881667,20,50.387778,18.463333,51.466667,7.62,756.183333,91.666667,5.833333,23,6.33,31.489327
60,10,21.79,47.963333,21.2,46.163333,22.29,46.09,20.6,47.4,19.487778,54.856667,8.033333,99.156667,18.7,43.745,20,50.302222,18.5,51.4,7.5,756.2,91,6,23,6.1,20.004675
50,10,21.79,47.6,21.2,46.03,22.29,46,20.6,47.26,19.561111,54.257778,7.833333,99.03,18.7,43.593333,19.975556,50.235,18.5,51.4,7.5,756.2,90.666667,6.166667,25.833333,6.05,2.726983
50,0,21.79,47.66,21.1,46.5,22.29,45.933333,20.533333,47.126667,19.6,54.340556,7.745,98.9,18.7,43.45,19.945,50.145,18.5,51.29,7.5,756.2,90.333333,6.333333,28.666667,6,32.19874
40,0,21.79,49.563333,21.1,46.833333,22.323333,46.03,20.5,46.966667,19.616667,54.919444,7.69,98.9,18.7,43.327778,19.89,50.029444,18.5,51.156667,7.5,756.2,90,6.5,31.5,5.95,10.990652
90,0,21.79,50.49,21.1,47.126667,22.39,46.696667,20.5,46.9,19.7,55.307778,7.69,98.9,18.7,43.21,19.89,49.880556,18.5,50.93,7.5,756.2,89.666667,6.666667,34.333333,5.9,4.451864
70,0,21.79,50.063333,21.1,47.2,22.39,47.223333,20.39,46.633333,19.7,54.932778,7.69,98.9,18.7,43.093333,19.89,49.785,18.426667,50.596667,7.5,756.2,89.333333,6.833333,37.166667,5.85,6.53756
60,10,21.73,49.656667,21.1,47.026667,22.315,47.09,20.39,46.5,19.7,54.451667,7.623333,98.833333,18.7,42.983333,19.89,49.697778,18.39,50.26,7.5,756.2,89,7,40,5.8,43.969425
70,0,21.7,49.05,21.1,46.826667,22.29,47.09,20.39,46.466667,19.7,53.878889,7.59,98.8,18.7,42.911111,19.89,49.591111,18.39,50.066667,7.47,756.233333,89.5,6.666667,40,5.83,32.602013
70,0,21.7,48.663333,21,46.43,22.29,46.93,20.39,46.4,19.7,53.416667,7.59,98.8,18.7,42.845,19.89,49.482222,18.39,49.76,7.43,756.266667,90,6.333333,40,5.87,1.407403
60,0,21.7,48.663333,21,46.23,22.23,46.656667,20.29,46.2,19.7,52.878889,7.59,98.8,18.7,42.755,19.884444,49.393889,18.39,49.566667,7.4,756.3,90.5,6,40,5.9,6.553153
70,0,21.7,48.466667,21,45.93,22.2,46.5,20.29,46.2,19.7,52.461667,7.59,98.8,18.7,42.7,19.845556,49.351111,18.39,49.333333,7.37,756.333333,91,5.666667,40,5.93,7.879757
60,0,21.633333,48.193333,21,45.656667,22.2,46.5,20.29,46.2,19.7,51.950556,7.623333,98.833333,18.7,42.669444,19.79,49.235,18.315,49.095,7.33,756.366667,91.5,5.333333,40,5.97,23.673806
40,0,21.666667,47.893333,21,45.545,22.1,46.4,20.26,46.163333,19.745,51.404444,7.69,98.9,18.7,42.602222,19.79,49.145,18.29,48.933333,7.3,756.4,92,5,40,6,37.534894
40,0,21.6,47.36,21,45.223333,22.1,46.326667,20.2,46.03,19.79,51.013333,7.656667,98.866667,18.677778,42.565,19.79,49.09,18.29,48.76,7.3,756.483333,91.666667,5,40,5.97,42.014196
50,10,21.6,47.06,21,45.03,22.066667,46.223333,20.2,46,19.79,50.602222,7.53,98.8,18.688889,42.518889,19.79,49.065,18.29,48.626667,7.3,756.566667,91.333333,5,40,5.93,43.770278
90,10,21.6,46.933333,21.033333,44.9,22,46.09,20.2,46,19.79,50.311667,7.33,98.526667,18.666667,42.466667,19.79,49.041111,18.29,48.466667,7.3,756.65,91,5,40,5.9,0.553438
90,30,21.6,47.066667,21.1,44.826667,22.066667,46.026667,20.2,46,19.817778,50.057222,7.123333,98.333333,18.677778,42.425556,19.84,49.287778,18.29,48.326667,7.3,756.733333,90.666667,5,40,5.87,2.078459
90,20,21.6,46.926667,21.1,44.633333,22,45.9,20.2,45.86,19.89,49.746667,6.933333,98.26,18.666667,42.363333,19.987222,49.443889,18.29,48.26,7.3,756.816667,90.333333,5,40,5.83,10.567946
100,30,21.633333,46.59,21.166667,44.433333,22.1,46,20.23,46.156667,19.945,49.39,7,98.4,18.616667,42.243333,20.116667,49.635,18.29,48.126667,7.3,756.9,90,5,40,5.8,36.309143
100,30,21.7,46.463333,21.2,44.26,22.1,46,20.356667,46.363333,20,49.097778,6.9,98.333333,18.6,42.157222,20.255,49.669444,18.26,48.026667,7.27,757.016667,88.833333,5.166667,40,5.57,39.705952
90,30,21.7,46.163333,21.26,44.2,22.1,45.9,20.39,46.4,20.016667,48.846111,6.9,98.2975,18.6,42.065,20.34,49.577222,18.26,47.9,7.23,757.133333,87.666667,5.333333,40,5.33,31.684648
170,30,21.7,46.03,21.29,44.06,22.1,45.845,20.463333,46.4,20.088889,48.647222,6.833333,98.063333,18.6,41.983333,20.487222,49.514444,18.2,47.7,7.2,757.25,86.5,5.5,40,5.1,7.488026
600,30,21.7,46.366667,21.356667,43.933333,22.094444,45.79,20.5,46.43,20.1,48.419444,6.656667,97.896667,18.6,41.835,20.588889,49.380556,18.2,47.626667,7.17,757.366667,85.333333,5.666667,40,4.87,24.296392
510,10,21.76,48.566667,21.39,43.826667,22.042857,45.860714,20.5,46.156667,20.1,48.542778,6.463333,97.496667,18.6,41.706667,20.661111,49.275,18.2,47.466667,7.13,757.483333,84.166667,5.833333,40,4.63,37.447156
110,10,21.823333,55.033333,21.39,44.233333,22,45.929091,20.5,45.93,20.172222,50.157778,6.263333,97.126667,18.6,41.545,20.71,49.017222,18.2,47.326667,7.1,757.6,83,6,40,4.4,13.280168
100,10,21.963333,55.9,21.5,45.633333,22.021429,46.410714,20.5,45.73,20.255,51.782222,6.123333,97,18.6,41.432778,20.725,48.838333,18.2,47.2,7.03,757.633333,82.666667,6,38.166667,4.27,37.933905
100,20,22,53.066667,21.566667,45.966667,22.08,46.678,20.5,45.56,20.29,51.800556,5.966667,96.626667,18.6,41.277222,20.79,48.966667,18.2,47.126667,6.97,757.666667,82.333333,6,36.333333,4.13,9.800343
110,30,22.025,51.625,21.633333,45.833333,22.1,46.79,20.5,45.966667,20.334444,53.729444,5.833333,96.433333,18.6,41.127778,20.801111,49.01,18.2,46.966667,6.9,757.7,82,6,34.5,4,18.8716
190,30,22.1,50.166667,21.7,45.566667,22.1,46.79,20.926667,46.466667,20.855556,71.85,5.763333,96.33,18.6,40.982222,20.801111,48.998889,18.2,46.826667,6.83,757.733333,81.666667,6,32.666667,3.87,28.015946
140,30,22.133333,49.063333,21.823333,45.23,22.1,46.76,21.4,46.266667,20.653889,65.977778,5.623333,96.123333,18.6,40.832778,20.873333,48.921667,18.2,46.663333,6.77,757.766667,81.333333,6,30.833333,3.73,22.632074
90,40,22.2,48.656667,21.89,45.363333,22.1,46.626667,21.5,46.126667,21.031111,71.313333,5.5,96.226667,18.6,40.745,20.878889,48.666111,18.2,46.4975,6.7,757.8,81,6,29,3.6,44.308154
90,30,22.23,48.296667,21.926667,45.193333,22.1,46.554,21.4175,46,22.967778,87.891111,5.5,96.3,18.6,40.608333,20.795556,48.221667,18.2,46.326667,6.65,757.85,81.166667,6,28.666667,3.58,29.439332
90,30,22.29,47.83,22.025,44.7925,22.1,46.466667,21.39,46,22.525556,89.069444,5.5,96.5,18.6,40.565,20.801111,48.698333,18.1,46.2,6.6,757.9,81.333333,6,28.333333,3.57,3.414964
90,30,22.39,47.193333,22.1,44.53,22.1,46.356,21.39,45.93,21.944444,91.751667,5.433333,96.366667,18.6,40.410556,20.884444,49.087778,18.1,46.126667,6.55,757.95,81.5,6,28,3.55,6.527112
120,30,22.39,46.8,22.1,44.4,22.1,46.09,21.39,45.73,21.66,92.930556,5.366667,96.226667,18.6,40.287222,20.89,49.120556,18.1,46,6.5,758,81.666667,6,27.666667,3.53,7.338653
110,20,22.39,46.43,22.1,44.4,22.1,46.09,21.39,45.363333,21.419444,93.228333,5.366667,96.3,18.6,40.203889,20.981667,49.069444,18.1,45.933333,6.45,758.05,81.833333,6,27.333333,3.52,43.015835
120,30,22.39,46.23,22.1,44.26,22.071429,46.064286,21.323333,45.156667,21.276111,92.813333,5.366667,96.23,18.6,40.102222,21.072222,48.955556,18.1,45.76,6.4,758.1,82,6,27,3.5,47.463801
110,20,22.39,45.966667,22.033333,44.066667,22.075,45.975,21.356667,44.966667,21.093889,91.980556,5.1925,95.9225,18.6,40.009444,21.161111,48.832778,18.1,45.7,6.27,758.15,82.833333,5.666667,26.833333,3.5,44.822165
100,30,22.39,45.766667,22,43.863333,22,45.9,21.356667,44.826667,20.874444,90.856667,5.156667,95.993333,18.555556,39.911111,21.245,48.814444,18.1,45.56,6.13,758.2,83.666667,5.333333,26.666667,3.5,5.682587
90,20,22.39,45.56,21.926667,43.656667,22,45.832778,21.356667,44.723333,20.735,88.528889,5,95.76,18.6,39.857222,21.301111,48.79,18.1,45.433333,6,758.25,84.5,5,26.5,3.5,39.669298
90,20,22.39,45.433333,21.89,43.526667,22,45.79,21.29,44.53,20.672222,84.717778,4.933333,95.833333,18.577778,39.79,21.301111,48.745,18.066667,45.333333,5.87,758.3,85.333333,4.666667,26.333333,3.5,0.215889
80,20,22.356667,45.363333,21.89,43.4,21.976429,45.770714,21.39,44.693333,20.6,80.267778,4.9,95.9,18.55,39.755,21.306667,48.587778,18,45.2,5.73,758.35,86.166667,4.333333,26.166667,3.5,34.906995
100,20,22.29,45.23,21.79,43.2,21.89,45.624375,21.39,44.5,20.572222,76.588333,4.9,95.9,18.533333,39.7,21.34,48.356111,18,45.09,5.6,758.4,87,4,26,3.5,25.348324
90,30,22.29,45,21.79,43.126667,21.89,45.626667,21.323333,44.56,20.493889,73.989444,4.763333,95.69,18.5,39.681667,21.328889,48.216667,18,45.03,5.65,758.416667,86.833333,4.166667,26.333333,3.53,13.472205
80,20,22.29,44.933333,21.7,43.09,21.873333,45.575,21.39,44.433333,20.402222,71.891111,4.69,95.763333,18.5,39.59,21.334444,48.07,18.033333,44.933333,5.7,758.433333,86.666667,4.333333,26.666667,3.57,31.73249
100,20,22.26,44.693333,21.7,43.03,21.832857,45.538571,21.323333,44.656667,20.351111,71.403889,4.623333,95.793333,18.5,39.760556,21.378889,48.183889,18.033333,44.86,5.75,758.45,86.5,4.5,27,3.6,49.88283
100,30,22.2,44.56,21.666667,42.79,21.823333,45.53,21.39,44.863333,20.275,71.433333,4.69,96,18.516667,40.033889,21.445,48.68,18,45.23,5.8,758.466667,86.333333,4.666667,27.333333,3.63,25.253717
70,20,22.15,44.59,21.6,42.79,21.79,45.5,21.39,45.126667,20.23,71.246667,4.69,96.123333,18.505556,40.222778,21.6,49.493333,18,45.43,5.85,758.483333,86.166667,4.833333,27.666667,3.67,46.66165
40,20,22.1,44.59,21.566667,42.79,21.77,45.488889,21.39,45.26,20.2,70.952222,4.763333,96.263333,18.522222,40.404444,21.7,50.266667,18,45.626667,5.9,758.5,86,5,28,3.7,9.560444
30,20,22.1,44.59,21.5,42.79,21.745,45.416667,21.39,45.326667,20.161111,70.567222,4.763333,96.23,18.511111,40.543889,21.7,50.625,18.075,45.925,5.82,758.5,85.833333,5.166667,30,3.58,24.238127
50,30,22,44.5,21.5,42.826667,21.685714,45.384286,21.39,45.475,20.1,69.96,4.623333,96.09,18.55,40.620556,21.7,51.148889,18.1,46.26,5.73,758.5,85.666667,5.333333,32,3.47,31.706282
60,20,22,44.56,21.426667,42.826667,21.645455,45.387273,21.463333,45.633333,20.094444,69.397222,4.69,96.226667,18.533333,40.705,21.616667,51.313889,18.066667,46.363333,5.65,758.5,85.5,5.5,34,3.35,10.115157
