@relation airfoil_self_noise

@attribute ï»?800 numeric
@attribute 0 numeric
@attribute 0.3048 numeric
@attribute 71.3 numeric
@attribute 0.00266337 numeric
@attribute 126.201 numeric

@data
2500,5.4,0.1524,31.7,0.005255,119.151
3150,5.4,0.1524,31.7,0.005255,118.291
4000,5.4,0.1524,31.7,0.005255,116.181
5000,5.4,0.1524,31.7,0.005255,115.691
6300,5.4,0.1524,31.7,0.005255,115.591
315,7.2,0.1524,71.3,0.00752,128.713
400,7.2,0.1524,71.3,0.00752,130.123
500,7.2,0.1524,71.3,0.00752,132.043
630,7.2,0.1524,71.3,0.00752,134.853
800,7.2,0.1524,71.3,0.00752,136.023
1000,7.2,0.1524,71.3,0.00752,134.273
1250,7.2,0.1524,71.3,0.00752,132.513
1600,7.2,0.1524,71.3,0.00752,130.893
2000,7.2,0.1524,71.3,0.00752,128.643
2500,7.2,0.1524,71.3,0.00752,124.353
3150,7.2,0.1524,71.3,0.00752,116.783
4000,7.2,0.1524,71.3,0.00752,119.343
5000,7.2,0.1524,71.3,0.00752,118.343
6300,7.2,0.1524,71.3,0.00752,116.603
8000,7.2,0.1524,71.3,0.00752,113.333
10000,7.2,0.1524,71.3,0.00752,110.313
250,7.2,0.1524,39.6,0.009092,127.488
315,7.2,0.1524,39.6,0.009092,130.558
400,7.2,0.1524,39.6,0.009092,132.118
500,7.2,0.1524,39.6,0.009092,132.658
630,7.2,0.1524,39.6,0.009092,133.198
800,7.2,0.1524,39.6,0.009092,132.358
1000,7.2,0.1524,39.6,0.009092,128.338
1250,7.2,0.1524,39.6,0.009092,122.428
1600,7.2,0.1524,39.6,0.009092,120.058
2000,7.2,0.1524,39.6,0.009092,120.228
2500,7.2,0.1524,39.6,0.009092,117.478
3150,7.2,0.1524,39.6,0.009092,111.818
4000,7.2,0.1524,39.6,0.009092,114.258
5000,7.2,0.1524,39.6,0.009092,113.288
6300,7.2,0.1524,39.6,0.009092,112.688
8000,7.2,0.1524,39.6,0.009092,111.588
10000,7.2,0.1524,39.6,0.009092,110.868
200,9.9,0.1524,71.3,0.0193,134.319
250,9.9,0.1524,71.3,0.0193,135.329
315,9.9,0.1524,71.3,0.0193,135.459
400,9.9,0.1524,71.3,0.0193,135.079
500,9.9,0.1524,71.3,0.0193,131.279
630,9.9,0.1524,71.3,0.0193,129.889
800,9.9,0.1524,71.3,0.0193,128.879
1000,9.9,0.1524,71.3,0.0193,126.349
1250,9.9,0.1524,71.3,0.0193,122.679
1600,9.9,0.1524,71.3,0.0193,121.789
2000,9.9,0.1524,71.3,0.0193,120.779
2500,9.9,0.1524,71.3,0.0193,119.639
3150,9.9,0.1524,71.3,0.0193,116.849
4000,9.9,0.1524,71.3,0.0193,115.079
5000,9.9,0.1524,71.3,0.0193,114.569
6300,9.9,0.1524,71.3,0.0193,112.039
200,9.9,0.1524,55.5,0.020844,131.955
250,9.9,0.1524,55.5,0.020844,133.235
315,9.9,0.1524,55.5,0.020844,132.355
400,9.9,0.1524,55.5,0.020844,131.605
500,9.9,0.1524,55.5,0.020844,127.815
630,9.9,0.1524,55.5,0.020844,127.315
800,9.9,0.1524,55.5,0.020844,126.565
1000,9.9,0.1524,55.5,0.020844,124.665
1250,9.9,0.1524,55.5,0.020844,121.635
1600,9.9,0.1524,55.5,0.020844,119.875
2000,9.9,0.1524,55.5,0.020844,119.505
2500,9.9,0.1524,55.5,0.020844,118.365
3150,9.9,0.1524,55.5,0.020844,115.085
4000,9.9,0.1524,55.5,0.020844,112.945
5000,9.9,0.1524,55.5,0.020844,112.065
6300,9.9,0.1524,55.5,0.020844,110.555
200,9.9,0.1524,39.6,0.023333,127.315
250,9.9,0.1524,39.6,0.023333,128.335
315,9.9,0.1524,39.6,0.023333,128.595
400,9.9,0.1524,39.6,0.023333,128.345
500,9.9,0.1524,39.6,0.023333,126.835
630,9.9,0.1524,39.6,0.023333,126.465
800,9.9,0.1524,39.6,0.023333,126.345
1000,9.9,0.1524,39.6,0.023333,123.835
1250,9.9,0.1524,39.6,0.023333,120.555
1600,9.9,0.1524,39.6,0.023333,118.545
2000,9.9,0.1524,39.6,0.023333,117.925
2500,9.9,0.1524,39.6,0.023333,116.295
3150,9.9,0.1524,39.6,0.023333,113.525
4000,9.9,0.1524,39.6,0.023333,112.265
5000,9.9,0.1524,39.6,0.023333,111.135
6300,9.9,0.1524,39.6,0.023333,109.885
200,9.9,0.1524,31.7,0.025279,127.299
250,9.9,0.1524,31.7,0.025279,128.559
315,9.9,0.1524,31.7,0.025279,128.809
400,9.9,0.1524,31.7,0.025279,128.939
500,9.9,0.1524,31.7,0.025279,127.179
630,9.9,0.1524,31.7,0.025279,126.049
800,9.9,0.1524,31.7,0.025279,125.539
1000,9.9,0.1524,31.7,0.025279,122.149
1250,9.9,0.1524,31.7,0.025279,118.619
1600,9.9,0.1524,31.7,0.025279,117.119
2000,9.9,0.1524,31.7,0.025279,116.859
2500,9.9,0.1524,31.7,0.025279,114.729
3150,9.9,0.1524,31.7,0.025279,112.209
4000,9.9,0.1524,31.7,0.025279,111.459
5000,9.9,0.1524,31.7,0.025279,109.949
6300,9.9,0.1524,31.7,0.025279,108.689
200,12.6,0.1524,71.3,0.048316,128.354
250,12.6,0.1524,71.3,0.048316,129.744
315,12.6,0.1524,71.3,0.048316,128.484
400,12.6,0.1524,71.3,0.048316,127.094
500,12.6,0.1524,71.3,0.048316,121.664
630,12.6,0.1524,71.3,0.048316,123.304
800,12.6,0.1524,71.3,0.048316,123.054
1000,12.6,0.1524,71.3,0.048316,122.044
1250,12.6,0.1524,71.3,0.048316,120.154
1600,12.6,0.1524,71.3,0.048316,120.534
2000,12.6,0.1524,71.3,0.048316,117.504
2500,12.6,0.1524,71.3,0.048316,115.234
3150,12.6,0.1524,71.3,0.048316,113.334
4000,12.6,0.1524,71.3,0.048316,108.034
5000,12.6,0.1524,71.3,0.048316,108.034
6300,12.6,0.1524,71.3,0.048316,107.284
200,12.6,0.1524,39.6,0.058411,114.75
250,12.6,0.1524,39.6,0.058411,115.89
315,12.6,0.1524,39.6,0.058411,116.02
400,12.6,0.1524,39.6,0.058411,115.91
500,12.6,0.1524,39.6,0.058411,114.9
630,12.6,0.1524,39.6,0.058411,116.55
800,12.6,0.1524,39.6,0.058411,116.56
1000,12.6,0.1524,39.6,0.058411,114.67
1250,12.6,0.1524,39.6,0.058411,112.16
1600,12.6,0.1524,39.6,0.058411,110.78
2000,12.6,0.1524,39.6,0.058411,109.52
2500,12.6,0.1524,39.6,0.058411,106.88
3150,12.6,0.1524,39.6,0.058411,106.26
4000,12.6,0.1524,39.6,0.058411,104.5
5000,12.6,0.1524,39.6,0.058411,104.13
6300,12.6,0.1524,39.6,0.058411,103.38
800,0,0.0508,71.3,0.00074,130.96
1000,0,0.0508,71.3,0.00074,129.45
1250,0,0.0508,71.3,0.00074,128.56
1600,0,0.0508,71.3,0.00074,129.68
2000,0,0.0508,71.3,0.00074,131.06
2500,0,0.0508,71.3,0.00074,131.31
3150,0,0.0508,71.3,0.00074,135.07
4000,0,0.0508,71.3,0.00074,134.43
5000,0,0.0508,71.3,0.00074,134.43
6300,0,0.0508,71.3,0.00074,133.04
8000,0,0.0508,71.3,0.00074,130.89
10000,0,0.0508,71.3,0.00074,128.74
12500,0,0.0508,71.3,0.00074,125.22
800,0,0.0508,55.5,0.000762,124.336
1000,0,0.0508,55.5,0.000762,125.586
1250,0,0.0508,55.5,0.000762,127.076
1600,0,0.0508,55.5,0.000762,128.576
2000,0,0.0508,55.5,0.000762,131.456
2500,0,0.0508,55.5,0.000762,133.956
3150,0,0.0508,55.5,0.000762,134.826
4000,0,0.0508,55.5,0.000762,134.946
5000,0,0.0508,55.5,0.000762,134.556
6300,0,0.0508,55.5,0.000762,132.796
8000,0,0.0508,55.5,0.000762,130.156
10000,0,0.0508,55.5,0.000762,127.636
12500,0,0.0508,55.5,0.000762,125.376
800,0,0.0508,39.6,0.000792,126.508
1000,0,0.0508,39.6,0.000792,127.638
1250,0,0.0508,39.6,0.000792,129.148
1600,0,0.0508,39.6,0.000792,130.908
2000,0,0.0508,39.6,0.000792,132.918
2500,0,0.0508,39.6,0.000792,134.938
3150,0,0.0508,39.6,0.000792,135.938
4000,0,0.0508,39.6,0.000792,135.308
5000,0,0.0508,39.6,0.000792,134.308
6300,0,0.0508,39.6,0.000792,131.918
8000,0,0.0508,39.6,0.000792,128.518
10000,0,0.0508,39.6,0.000792,125.998
12500,0,0.0508,39.6,0.000792,123.988
800,0,0.0508,31.7,0.000812,122.79
1000,0,0.0508,31.7,0.000812,126.78
1250,0,0.0508,31.7,0.000812,129.27
1600,0,0.0508,31.7,0.000812,131.01
2000,0,0.0508,31.7,0.000812,133.01
2500,0,0.0508,31.7,0.000812,134.87
3150,0,0.0508,31.7,0.000812,135.49
4000,0,0.0508,31.7,0.000812,134.11
5000,0,0.0508,31.7,0.000812,133.23
6300,0,0.0508,31.7,0.000812,130.34
8000,0,0.0508,31.7,0.000812,126.59
10000,0,0.0508,31.7,0.000812,122.45
12500,0,0.0508,31.7,0.000812,119.07
1600,4.2,0.0508,71.3,0.001428,124.318
2000,4.2,0.0508,71.3,0.001428,129.848
2500,4.2,0.0508,71.3,0.001428,131.978
3150,4.2,0.0508,71.3,0.001428,133.728
4000,4.2,0.0508,71.3,0.001428,133.598
5000,4.2,0.0508,71.3,0.001428,132.828
6300,4.2,0.0508,71.3,0.001428,129.308
8000,4.2,0.0508,71.3,0.001428,125.268
10000,4.2,0.0508,71.3,0.001428,121.238
12500,4.2,0.0508,71.3,0.001428,117.328
1000,4.2,0.0508,39.6,0.001527,125.647
1250,4.2,0.0508,39.6,0.001527,128.427
1600,4.2,0.0508,39.6,0.001527,130.197
2000,4.2,0.0508,39.6,0.001527,132.587
2500,4.2,0.0508,39.6,0.001527,133.847
3150,4.2,0.0508,39.6,0.001527,133.587
4000,4.2,0.0508,39.6,0.001527,131.807
5000,4.2,0.0508,39.6,0.001527,129.777
6300,4.2,0.0508,39.6,0.001527,125.717
8000,4.2,0.0508,39.6,0.001527,120.397
10000,4.2,0.0508,39.6,0.001527,116.967
800,8.4,0.0508,71.3,0.005295,127.556
1000,8.4,0.0508,71.3,0.005295,129.946
1250,8.4,0.0508,71.3,0.005295,132.086
1600,8.4,0.0508,71.3,0.005295,133.846
2000,8.4,0.0508,71.3,0.005295,134.476
2500,8.4,0.0508,71.3,0.005295,134.226
3150,8.4,0.0508,71.3,0.005295,131.966
4000,8.4,0.0508,71.3,0.005295,126.926
5000,8.4,0.0508,71.3,0.005295,121.146
400,8.4,0.0508,55.5,0.005449,121.582
500,8.4,0.0508,55.5,0.005449,123.742
630,8.4,0.0508,55.5,0.005449,126.152
800,8.4,0.0508,55.5,0.005449,128.562
1000,8.4,0.0508,55.5,0.005449,130.722
1250,8.4,0.0508,55.5,0.005449,132.252
1600,8.4,0.0508,55.5,0.005449,133.032
2000,8.4,0.0508,55.5,0.005449,133.042
2500,8.4,0.0508,55.5,0.005449,131.542
3150,8.4,0.0508,55.5,0.005449,128.402
4000,8.4,0.0508,55.5,0.005449,122.612
5000,8.4,0.0508,55.5,0.005449,115.812
400,8.4,0.0508,39.6,0.005662,120.015
500,8.4,0.0508,39.6,0.005662,122.905
630,8.4,0.0508,39.6,0.005662,126.045
800,8.4,0.0508,39.6,0.005662,128.435
1000,8.4,0.0508,39.6,0.005662,130.195
1250,8.4,0.0508,39.6,0.005662,131.205
1600,8.4,0.0508,39.6,0.005662,130.965
2000,8.4,0.0508,39.6,0.005662,129.965
2500,8.4,0.0508,39.6,0.005662,127.465
3150,8.4,0.0508,39.6,0.005662,123.965
4000,8.4,0.0508,39.6,0.005662,118.955
400,8.4,0.0508,31.7,0.005808,120.076
500,8.4,0.0508,31.7,0.005808,122.966
630,8.4,0.0508,31.7,0.005808,125.856
800,8.4,0.0508,31.7,0.005808,128.246
1000,8.4,0.0508,31.7,0.005808,129.516
1250,8.4,0.0508,31.7,0.005808,130.156
1600,8.4,0.0508,31.7,0.005808,129.296
2000,8.4,0.0508,31.7,0.005808,127.686
2500,8.4,0.0508,31.7,0.005808,125.576
3150,8.4,0.0508,31.7,0.005808,122.086
4000,8.4,0.0508,31.7,0.005808,118.106
200,11.2,0.0508,71.3,0.014072,125.941
250,11.2,0.0508,71.3,0.014072,127.101
315,11.2,0.0508,71.3,0.014072,128.381
400,11.2,0.0508,71.3,0.014072,129.281
500,11.2,0.0508,71.3,0.014072,130.311
630,11.2,0.0508,71.3,0.014072,133.611
800,11.2,0.0508,71.3,0.014072,136.031
1000,11.2,0.0508,71.3,0.014072,136.941
1250,11.2,0.0508,71.3,0.014072,136.191
1600,11.2,0.0508,71.3,0.014072,135.191
2000,11.2,0.0508,71.3,0.014072,133.311
2500,11.2,0.0508,71.3,0.014072,130.541
3150,11.2,0.0508,71.3,0.014072,127.141
4000,11.2,0.0508,71.3,0.014072,122.471
200,11.2,0.0508,39.6,0.015048,125.01
250,11.2,0.0508,39.6,0.015048,126.43
315,11.2,0.0508,39.6,0.015048,128.99
400,11.2,0.0508,39.6,0.015048,130.67
500,11.2,0.0508,39.6,0.015048,131.96
630,11.2,0.0508,39.6,0.015048,133.13
800,11.2,0.0508,39.6,0.015048,133.79
1000,11.2,0.0508,39.6,0.015048,132.43
1250,11.2,0.0508,39.6,0.015048,130.05
1600,11.2,0.0508,39.6,0.015048,126.54
2000,11.2,0.0508,39.6,0.015048,124.42
2500,11.2,0.0508,39.6,0.015048,122.17
3150,11.2,0.0508,39.6,0.015048,119.67
4000,11.2,0.0508,39.6,0.015048,115.52
200,15.4,0.0508,71.3,0.026427,123.595
250,15.4,0.0508,71.3,0.026427,124.835
315,15.4,0.0508,71.3,0.026427,126.195
400,15.4,0.0508,71.3,0.026427,126.805
500,15.4,0.0508,71.3,0.026427,127.285
630,15.4,0.0508,71.3,0.026427,129.645
800,15.4,0.0508,71.3,0.026427,131.515
1000,15.4,0.0508,71.3,0.026427,131.865
1250,15.4,0.0508,71.3,0.026427,130.845
1600,15.4,0.0508,71.3,0.026427,130.065
2000,15.4,0.0508,71.3,0.026427,129.285
2500,15.4,0.0508,71.3,0.026427,127.625
3150,15.4,0.0508,71.3,0.026427,125.715
4000,15.4,0.0508,71.3,0.026427,122.675
5000,15.4,0.0508,71.3,0.026427,119.135
6300,15.4,0.0508,71.3,0.026427,115.215
8000,15.4,0.0508,71.3,0.026427,112.675
200,15.4,0.0508,55.5,0.027193,122.94
250,15.4,0.0508,55.5,0.027193,124.17
315,15.4,0.0508,55.5,0.027193,125.39
400,15.4,0.0508,55.5,0.027193,126.5
500,15.4,0.0508,55.5,0.027193,127.22
630,15.4,0.0508,55.5,0.027193,129.33
800,15.4,0.0508,55.5,0.027193,130.43
1000,15.4,0.0508,55.5,0.027193,130.4
1250,15.4,0.0508,55.5,0.027193,130
1600,15.4,0.0508,55.5,0.027193,128.2
2000,15.4,0.0508,55.5,0.027193,127.04
2500,15.4,0.0508,55.5,0.027193,125.63
3150,15.4,0.0508,55.5,0.027193,123.46
4000,15.4,0.0508,55.5,0.027193,120.92
5000,15.4,0.0508,55.5,0.027193,117.11
6300,15.4,0.0508,55.5,0.027193,112.93
200,15.4,0.0508,39.6,0.028259,121.783
250,15.4,0.0508,39.6,0.028259,122.893
315,15.4,0.0508,39.6,0.028259,124.493
400,15.4,0.0508,39.6,0.028259,125.353
500,15.4,0.0508,39.6,0.028259,125.963
630,15.4,0.0508,39.6,0.028259,127.443
800,15.4,0.0508,39.6,0.028259,128.423
1000,15.4,0.0508,39.6,0.028259,127.893
1250,15.4,0.0508,39.6,0.028259,126.743
1600,15.4,0.0508,39.6,0.028259,124.843
2000,15.4,0.0508,39.6,0.028259,123.443
2500,15.4,0.0508,39.6,0.028259,122.413
3150,15.4,0.0508,39.6,0.028259,120.513
4000,15.4,0.0508,39.6,0.028259,118.113
5000,15.4,0.0508,39.6,0.028259,114.453
6300,15.4,0.0508,39.6,0.028259,109.663
200,15.4,0.0508,31.7,0.028985,119.975
250,15.4,0.0508,31.7,0.028985,121.225
315,15.4,0.0508,31.7,0.028985,122.845
400,15.4,0.0508,31.7,0.028985,123.705
500,15.4,0.0508,31.7,0.028985,123.695
630,15.4,0.0508,31.7,0.028985,124.685
800,15.4,0.0508,31.7,0.028985,125.555
1000,15.4,0.0508,31.7,0.028985,124.525
1250,15.4,0.0508,31.7,0.028985,123.255
1600,15.4,0.0508,31.7,0.028985,121.485
2000,15.4,0.0508,31.7,0.028985,120.835
2500,15.4,0.0508,31.7,0.028985,119.945
3150,15.4,0.0508,31.7,0.028985,118.045
4000,15.4,0.0508,31.7,0.028985,115.635
5000,15.4,0.0508,31.7,0.028985,112.355
6300,15.4,0.0508,31.7,0.028985,108.185
200,19.7,0.0508,71.3,0.034118,118.005
250,19.7,0.0508,71.3,0.034118,119.115
315,19.7,0.0508,71.3,0.034118,121.235
400,19.7,0.0508,71.3,0.034118,123.865
500,19.7,0.0508,71.3,0.034118,126.995
630,19.7,0.0508,71.3,0.034118,128.365
800,19.7,0.0508,71.3,0.034118,124.555
1000,19.7,0.0508,71.3,0.034118,121.885
1250,19.7,0.0508,71.3,0.034118,121.485
1600,19.7,0.0508,71.3,0.034118,120.575
2000,19.7,0.0508,71.3,0.034118,120.055
2500,19.7,0.0508,71.3,0.034118,118.385
3150,19.7,0.0508,71.3,0.034118,116.225
4000,19.7,0.0508,71.3,0.034118,113.045
200,19.7,0.0508,39.6,0.036484,125.974
250,19.7,0.0508,39.6,0.036484,127.224
315,19.7,0.0508,39.6,0.036484,129.864
400,19.7,0.0508,39.6,0.036484,130.614
500,19.7,0.0508,39.6,0.036484,128.444
630,19.7,0.0508,39.6,0.036484,120.324
800,19.7,0.0508,39.6,0.036484,119.174
1000,19.7,0.0508,39.6,0.036484,118.904
1250,19.7,0.0508,39.6,0.036484,118.634
1600,19.7,0.0508,39.6,0.036484,117.604
2000,19.7,0.0508,39.6,0.036484,117.724
2500,19.7,0.0508,39.6,0.036484,116.184
3150,19.7,0.0508,39.6,0.036484,113.004
4000,19.7,0.0508,39.6,0.036484,108.684
2500,0,0.0254,71.3,0.000401,133.707
3150,0,0.0254,71.3,0.000401,137.007
4000,0,0.0254,71.3,0.000401,138.557
5000,0,0.0254,71.3,0.000401,136.837
6300,0,0.0254,71.3,0.000401,134.987
8000,0,0.0254,71.3,0.000401,129.867
10000,0,0.0254,71.3,0.000401,130.787
12500,0,0.0254,71.3,0.000401,133.207
16000,0,0.0254,71.3,0.000401,130.477
20000,0,0.0254,71.3,0.000401,123.217
2000,0,0.0254,55.5,0.000412,127.623
2500,0,0.0254,55.5,0.000412,130.073
3150,0,0.0254,55.5,0.000412,130.503
4000,0,0.0254,55.5,0.000412,133.223
5000,0,0.0254,55.5,0.000412,135.803
6300,0,0.0254,55.5,0.000412,136.103
8000,0,0.0254,55.5,0.000412,136.163
10000,0,0.0254,55.5,0.000412,134.563
12500,0,0.0254,55.5,0.000412,131.453
16000,0,0.0254,55.5,0.000412,125.683
20000,0,0.0254,55.5,0.000412,121.933
1600,0,0.0254,39.6,0.000428,124.156
2000,0,0.0254,39.6,0.000428,130.026
2500,0,0.0254,39.6,0.000428,131.836
3150,0,0.0254,39.6,0.000428,133.276
4000,0,0.0254,39.6,0.000428,135.346
5000,0,0.0254,39.6,0.000428,136.536
6300,0,0.0254,39.6,0.000428,136.826
8000,0,0.0254,39.6,0.000428,135.866
10000,0,0.0254,39.6,0.000428,133.376
12500,0,0.0254,39.6,0.000428,129.116
16000,0,0.0254,39.6,0.000428,124.986
1000,0,0.0254,31.7,0.000439,125.127
1250,0,0.0254,31.7,0.000439,127.947
1600,0,0.0254,31.7,0.000439,129.267
2000,0,0.0254,31.7,0.000439,130.697
2500,0,0.0254,31.7,0.000439,132.897
3150,0,0.0254,31.7,0.000439,135.227
4000,0,0.0254,31.7,0.000439,137.047
5000,0,0.0254,31.7,0.000439,138.607
6300,0,0.0254,31.7,0.000439,138.537
8000,0,0.0254,31.7,0.000439,137.207
10000,0,0.0254,31.7,0.000439,134.227
12500,0,0.0254,31.7,0.000439,128.977
16000,0,0.0254,31.7,0.000439,125.627
2000,4.8,0.0254,71.3,0.000849,128.398
2500,4.8,0.0254,71.3,0.000849,130.828
3150,4.8,0.0254,71.3,0.000849,133.378
4000,4.8,0.0254,71.3,0.000849,134.928
5000,4.8,0.0254,71.3,0.000849,135.468
6300,4.8,0.0254,71.3,0.000849,134.498
8000,4.8,0.0254,71.3,0.000849,131.518
10000,4.8,0.0254,71.3,0.000849,127.398
12500,4.8,0.0254,71.3,0.000849,127.688
16000,4.8,0.0254,71.3,0.000849,124.208
20000,4.8,0.0254,71.3,0.000849,119.708
1600,4.8,0.0254,55.5,0.000873,121.474
2000,4.8,0.0254,55.5,0.000873,125.054
2500,4.8,0.0254,55.5,0.000873,129.144
3150,4.8,0.0254,55.5,0.000873,132.354
4000,4.8,0.0254,55.5,0.000873,133.924
5000,4.8,0.0254,55.5,0.000873,135.484
6300,4.8,0.0254,55.5,0.000873,135.164
8000,4.8,0.0254,55.5,0.000873,132.184
10000,4.8,0.0254,55.5,0.000873,126.944
12500,4.8,0.0254,55.5,0.000873,125.094
16000,4.8,0.0254,55.5,0.000873,124.394
20000,4.8,0.0254,55.5,0.000873,121.284
500,4.8,0.0254,39.6,0.000907,116.366
630,4.8,0.0254,39.6,0.000907,118.696
800,4.8,0.0254,39.6,0.000907,120.766
1000,4.8,0.0254,39.6,0.000907,122.956
1250,4.8,0.0254,39.6,0.000907,125.026
1600,4.8,0.0254,39.6,0.000907,125.966
2000,4.8,0.0254,39.6,0.000907,128.916
2500,4.8,0.0254,39.6,0.000907,131.236
3150,4.8,0.0254,39.6,0.000907,133.436
4000,4.8,0.0254,39.6,0.000907,134.996
5000,4.8,0.0254,39.6,0.000907,135.426
6300,4.8,0.0254,39.6,0.000907,134.336
8000,4.8,0.0254,39.6,0.000907,131.346
10000,4.8,0.0254,39.6,0.000907,126.066
500,4.8,0.0254,31.7,0.000931,116.128
630,4.8,0.0254,31.7,0.000931,120.078
800,4.8,0.0254,31.7,0.000931,122.648
1000,4.8,0.0254,31.7,0.000931,125.348
1250,4.8,0.0254,31.7,0.000931,127.408
1600,4.8,0.0254,31.7,0.000931,128.718
2000,4.8,0.0254,31.7,0.000931,130.148
2500,4.8,0.0254,31.7,0.000931,132.588
3150,4.8,0.0254,31.7,0.000931,134.268
4000,4.8,0.0254,31.7,0.000931,135.328
5000,4.8,0.0254,31.7,0.000931,135.248
6300,4.8,0.0254,31.7,0.000931,132.898
8000,4.8,0.0254,31.7,0.000931,127.008
630,9.5,0.0254,71.3,0.004207,125.726
800,9.5,0.0254,71.3,0.004207,127.206
1000,9.5,0.0254,71.3,0.004207,129.556
1250,9.5,0.0254,71.3,0.004207,131.656
1600,9.5,0.0254,71.3,0.004207,133.756
2000,9.5,0.0254,71.3,0.004207,134.976
2500,9.5,0.0254,71.3,0.004207,135.956
3150,9.5,0.0254,71.3,0.004207,136.166
4000,9.5,0.0254,71.3,0.004207,134.236
5000,9.5,0.0254,71.3,0.004207,131.186
6300,9.5,0.0254,71.3,0.004207,127.246
400,9.5,0.0254,55.5,0.004328,120.952
500,9.5,0.0254,55.5,0.004328,123.082
630,9.5,0.0254,55.5,0.004328,125.452
800,9.5,0.0254,55.5,0.004328,128.082
1000,9.5,0.0254,55.5,0.004328,130.332
1250,9.5,0.0254,55.5,0.004328,132.202
1600,9.5,0.0254,55.5,0.004328,133.062
2000,9.5,0.0254,55.5,0.004328,134.052
2500,9.5,0.0254,55.5,0.004328,134.152
3150,9.5,0.0254,55.5,0.004328,133.252
4000,9.5,0.0254,55.5,0.004328,131.582
5000,9.5,0.0254,55.5,0.004328,128.412
6300,9.5,0.0254,55.5,0.004328,124.222
200,9.5,0.0254,39.6,0.004498,116.074
250,9.5,0.0254,39.6,0.004498,116.924
315,9.5,0.0254,39.6,0.004498,119.294
400,9.5,0.0254,39.6,0.004498,121.154
500,9.5,0.0254,39.6,0.004498,123.894
630,9.5,0.0254,39.6,0.004498,126.514
800,9.5,0.0254,39.6,0.004498,129.014
1000,9.5,0.0254,39.6,0.004498,130.374
1250,9.5,0.0254,39.6,0.004498,130.964
1600,9.5,0.0254,39.6,0.004498,131.184
2000,9.5,0.0254,39.6,0.004498,131.274
2500,9.5,0.0254,39.6,0.004498,131.234
3150,9.5,0.0254,39.6,0.004498,129.934
4000,9.5,0.0254,39.6,0.004498,127.864
5000,9.5,0.0254,39.6,0.004498,125.044
6300,9.5,0.0254,39.6,0.004498,120.324
200,9.5,0.0254,31.7,0.004614,119.146
250,9.5,0.0254,31.7,0.004614,120.136
315,9.5,0.0254,31.7,0.004614,122.766
400,9.5,0.0254,31.7,0.004614,124.756
500,9.5,0.0254,31.7,0.004614,126.886
630,9.5,0.0254,31.7,0.004614,129.006
800,9.5,0.0254,31.7,0.004614,130.746
1000,9.5,0.0254,31.7,0.004614,131.346
1250,9.5,0.0254,31.7,0.004614,131.446
1600,9.5,0.0254,31.7,0.004614,131.036
2000,9.5,0.0254,31.7,0.004614,130.496
2500,9.5,0.0254,31.7,0.004614,130.086
3150,9.5,0.0254,31.7,0.004614,128.536
4000,9.5,0.0254,31.7,0.004614,126.736
5000,9.5,0.0254,31.7,0.004614,124.426
6300,9.5,0.0254,31.7,0.004614,120.726
250,12.7,0.0254,71.3,0.012181,119.698
315,12.7,0.0254,71.3,0.012181,122.938
400,12.7,0.0254,71.3,0.012181,125.048
500,12.7,0.0254,71.3,0.012181,126.898
630,12.7,0.0254,71.3,0.012181,128.878
800,12.7,0.0254,71.3,0.012181,130.348
1000,12.7,0.0254,71.3,0.012181,131.698
1250,12.7,0.0254,71.3,0.012181,133.048
1600,12.7,0.0254,71.3,0.012181,134.528
2000,12.7,0.0254,71.3,0.012181,134.228
2500,12.7,0.0254,71.3,0.012181,134.058
3150,12.7,0.0254,71.3,0.012181,133.758
4000,12.7,0.0254,71.3,0.012181,131.808
5000,12.7,0.0254,71.3,0.012181,128.978
6300,12.7,0.0254,71.3,0.012181,125.398
8000,12.7,0.0254,71.3,0.012181,120.538
10000,12.7,0.0254,71.3,0.012181,114.418
250,12.7,0.0254,39.6,0.013025,121.547
315,12.7,0.0254,39.6,0.013025,123.537
400,12.7,0.0254,39.6,0.013025,125.527
500,12.7,0.0254,39.6,0.013025,127.127
630,12.7,0.0254,39.6,0.013025,128.867
800,12.7,0.0254,39.6,0.013025,130.217
1000,12.7,0.0254,39.6,0.013025,130.947
1250,12.7,0.0254,39.6,0.013025,130.777
1600,12.7,0.0254,39.6,0.013025,129.977
2000,12.7,0.0254,39.6,0.013025,129.567
2500,12.7,0.0254,39.6,0.013025,129.027
3150,12.7,0.0254,39.6,0.013025,127.847
4000,12.7,0.0254,39.6,0.013025,126.537
5000,12.7,0.0254,39.6,0.013025,125.107
6300,12.7,0.0254,39.6,0.013025,123.177
8000,12.7,0.0254,39.6,0.013025,120.607
10000,12.7,0.0254,39.6,0.013025,116.017
200,17.4,0.0254,71.3,0.016104,112.506
250,17.4,0.0254,71.3,0.016104,113.796
315,17.4,0.0254,71.3,0.016104,115.846
400,17.4,0.0254,71.3,0.016104,117.396
500,17.4,0.0254,71.3,0.016104,119.806
630,17.4,0.0254,71.3,0.016104,122.606
800,17.4,0.0254,71.3,0.016104,124.276
1000,17.4,0.0254,71.3,0.016104,125.816
1250,17.4,0.0254,71.3,0.016104,126.356
1600,17.4,0.0254,71.3,0.016104,126.406
2000,17.4,0.0254,71.3,0.016104,126.826
2500,17.4,0.0254,71.3,0.016104,126.746
3150,17.4,0.0254,71.3,0.016104,126.536
4000,17.4,0.0254,71.3,0.016104,125.586
